NOC,Country,Place,Year,Discipline,Gender Cleaned,Event Cleaned
CUB,Cuba,Bronze,2016,Boxing,Men,Light-Flyweight
CUB,Cuba,Gold,2016,Boxing,Men,Light-Heavyweight
CUB,Cuba,Bronze,2016,Boxing,Men,Lightweight
CUB,Cuba,Gold,2016,Boxing,Men,Middleweight
CUB,Cuba,Silver,2016,Judo,Women,Heavyweight
CUB,Cuba,Gold,2016,Wrestling,Men,"Featherweight, Greco-Roman"
CUB,Cuba,Silver,2016,Wrestling,Men,"Heavyweight, Greco-Roman"
CUB,Cuba,Gold,2016,Wrestling,Men,"Super-Heavyweight, Greco-Roman"
CAN,Canada,Bronze,1964,Athletics,Men,100 metres
CAN,Canada,Silver,1964,Athletics,Men,800 metres
CAN,Canada,Silver,1964,Judo,Men,Heavyweight
CAN,Canada,Gold,1964,Rowing,Men,Coxless Pairs
CAN,Canada,Bronze,1984,Athletics,Men,4 x 100 metres Relay
CAN,Canada,Gold,1996,Athletics,Men,4 x 100 metres Relay
CAN,Canada,Silver,1984,Athletics,Women,4 x 100 metres Relay
CAN,Canada,Gold,1968,Equestrian Jumping,Open,Team
CAN,Canada,Silver,1968,Swimming,Women,100 metres Backstroke
CAN,Canada,Silver,1968,Swimming,Women,200 metres Backstroke
CAN,Canada,Silver,1968,Swimming,Men,400 metres Freestyle
CAN,Canada,Bronze,1972,Sailing,Open,Three Person Keelboat
CAN,Canada,Silver,1972,Swimming,Men,100 metres Butterfly
CAN,Canada,Bronze,1972,Swimming,Women,200 metres Backstroke
CAN,Canada,Silver,1984,Athletics,Women,4 x 400 metres Relay
CAN,Canada,Silver,1972,Swimming,Women,400 metres Individual Medley
CAN,Canada,Silver,1976,Athletics,Men,High Jump
CAN,Canada,Silver,1976,Canoe Sprint,Men,"Canadian Singles, 500 metres"
CAN,Canada,Silver,1976,Equestrian Jumping,Open,Individual
CAN,Canada,Bronze,1976,Swimming,Women,100 metres Backstroke
CAN,Canada,Bronze,1976,Swimming,Women,200 metres Backstroke
CAN,Canada,Bronze,1976,Swimming,Women,400 metres Freestyle
CAN,Canada,Silver,1976,Swimming,Women,400 metres Individual Medley
CAN,Canada,Bronze,1976,Swimming,Women,400 metres Individual Medley
CAN,Canada,Silver,1984,Artistic Swimming,Women,Duet
CAN,Canada,Silver,1984,Artistic Swimming,Women,Solo
CAN,Canada,Bronze,1984,Athletics,Men,100 metres
CAN,Canada,Bronze,1984,Athletics,Women,"3,000 metres"
CAN,Canada,Bronze,1968,Swimming,Women,4 x 100 metres Freestyle Relay
CAN,Canada,Bronze,1976,Swimming,Women,4 x 100 metres Freestyle Relay
CAN,Canada,Bronze,1984,Boxing,Men,Bantamweight
CAN,Canada,Silver,1984,Boxing,Men,Heavyweight
CAN,Canada,Silver,1984,Boxing,Men,Light-Middleweight
CAN,Canada,Silver,1984,Canoe Sprint,Men,"Canadian Singles, 1,000 metres"
CAN,Canada,Gold,1984,Canoe Sprint,Men,"Canadian Singles, 500 metres"
CAN,Canada,Gold,1984,Canoe Sprint,Men,"Kayak Doubles, 1,000 metres"
CAN,Canada,Bronze,1984,Canoe Sprint,Men,"Kayak Doubles, 500 metres"
CAN,Canada,Silver,1984,Canoe Sprint,Women,"Kayak Doubles, 500 metres"
CAN,Canada,Bronze,1984,Canoe Sprint,Women,"Kayak Fours, 500 metres"
CAN,Canada,Silver,1984,Cycling Road,Men,"Road Race, Individual"
CAN,Canada,Silver,1984,Cycling Track,Men,"1,000 metres Time Trial"
CAN,Canada,Gold,1984,Diving,Women,Springboard
CAN,Canada,Bronze,1984,Judo,Men,Heavyweight
CAN,Canada,Gold,1984,Rhythmic Gymnastics,Women,Individual
CAN,Canada,Silver,1984,Rowing,Women,Coxed Fours
CAN,Canada,Silver,1984,Rowing,Women,Coxless Pairs
CAN,Canada,Bronze,1984,Rowing,Women,Double Sculls
CAN,Canada,Gold,1984,Rowing,Men,Eights
CAN,Canada,Bronze,1984,Rowing,Men,Quadruple Sculls
CAN,Canada,Bronze,1984,Rowing,Men,Single Sculls
CAN,Canada,Bronze,1984,Sailing,Open,One Person Dinghy
CAN,Canada,Bronze,1984,Sailing,Open,Three Person Keelboat
CAN,Canada,Gold,1984,Shooting,Women,"Sporting Pistol, 25 metres"
CAN,Canada,Bronze,1984,Swimming,Men,100 metres Backstroke
CAN,Canada,Silver,1984,Swimming,Men,100 metres Breaststroke
CAN,Canada,Silver,1984,Swimming,Women,100 metres Breaststroke
CAN,Canada,Bronze,1984,Swimming,Men,200 metres Backstroke
CAN,Canada,Gold,1984,Swimming,Men,200 metres Breaststroke
CAN,Canada,Gold,1984,Swimming,Women,200 metres Breaststroke
CAN,Canada,Gold,1984,Swimming,Men,200 metres Individual Medley
CAN,Canada,Gold,1984,Swimming,Men,400 metres Individual Medley
CAN,Canada,Silver,1984,Weightlifting,Men,Middleweight
CAN,Canada,Bronze,1984,Wrestling,Men,"Middleweight, Freestyle"
CAN,Canada,Silver,1984,Wrestling,Men,"Super-Heavyweight, Freestyle"
CAN,Canada,Gold,1988,Artistic Swimming,Women,Duet
CAN,Canada,Gold,1988,Artistic Swimming,Women,Solo
CAN,Canada,Bronze,2016,Swimming,Women,4 x 100 metres Freestyle Relay
CAN,Canada,Bronze,1988,Athletics,Men,Decathlon
CAN,Canada,Bronze,1988,Boxing,Men,Light-Middleweight
CAN,Canada,Silver,1988,Boxing,Men,Middleweight
CAN,Canada,Gold,1988,Boxing,Men,Super-Heavyweight
CAN,Canada,Bronze,1988,Equestrian Dressage,Open,Team
CAN,Canada,Bronze,1988,Sailing,Open,Two Person Heavyweight Dinghy
CAN,Canada,Bronze,1972,Swimming,Men,4 x 100 metres Medley Relay
CAN,Canada,Silver,1976,Swimming,Men,4 x 100 metres Medley Relay
CAN,Canada,Silver,1992,Artistic Swimming,Women,Duet
CAN,Canada,Gold,1992,Artistic Swimming,Women,Solo
CAN,Canada,Gold,1992,Athletics,Men,110 metres Hurdles
CAN,Canada,Silver,1992,Athletics,Men,20 kilometres Walk
CAN,Canada,Bronze,1992,Athletics,Women,"3,000 metres"
CAN,Canada,Silver,1984,Swimming,Men,4 x 100 metres Medley Relay
CAN,Canada,Silver,1988,Swimming,Men,4 x 100 metres Medley Relay
CAN,Canada,Bronze,1992,Swimming,Men,4 x 100 metres Medley Relay
CAN,Canada,Silver,1992,Boxing,Men,Light-Welterweight
CAN,Canada,Bronze,1992,Boxing,Men,Middleweight
CAN,Canada,Bronze,1992,Cycling Track,Men,Sprint
CAN,Canada,Bronze,1992,Judo,Men,Middleweight
CAN,Canada,Gold,1992,Rowing,Women,Coxless Fours
CAN,Canada,Gold,1992,Rowing,Women,Coxless Pairs
CAN,Canada,Gold,1992,Rowing,Men,Eights
CAN,Canada,Gold,1992,Rowing,Women,Eights
CAN,Canada,Bronze,1992,Rowing,Women,Single Sculls
CAN,Canada,Bronze,1992,Sailing,Open,Two Person Keelboat
CAN,Canada,Gold,1992,Swimming,Men,100 metres Backstroke
CAN,Canada,Silver,1992,Wrestling,Men,"Super-Heavyweight, Freestyle"
CAN,Canada,Silver,1996,Artistic Swimming,Women,Team
CAN,Canada,Gold,1996,Athletics,Men,100 metres
CAN,Canada,Bronze,1976,Swimming,Women,4 x 100 metres Medley Relay
CAN,Canada,Bronze,1996,Beach Volleyball,Men,Beach Volleyball
CAN,Canada,Silver,1996,Boxing,Men,Heavyweight
CAN,Canada,Silver,1996,Canoe Sprint,Women,"Kayak Singles, 500 metres"
CAN,Canada,Silver,1996,Cycling Mountain Bike,Women,Cross-Country
CAN,Canada,Bronze,1996,Cycling Road,Women,Individual Time Trial
CAN,Canada,Bronze,1996,Cycling Road,Women,"Road Race, Individual"
CAN,Canada,Silver,1996,Cycling Track,Men,Points Race
CAN,Canada,Bronze,1996,Cycling Track,Men,Sprint
CAN,Canada,Bronze,1996,Diving,Women,Springboard
CAN,Canada,Gold,1996,Rowing,Women,Double Sculls
CAN,Canada,Silver,1996,Rowing,Women,Eights
CAN,Canada,Silver,1996,Rowing,Men,Lightweight Coxless Fours
CAN,Canada,Bronze,1996,Rowing,Women,Quadruple Sculls
CAN,Canada,Silver,1996,Rowing,Men,Single Sculls
CAN,Canada,Silver,1996,Rowing,Women,Single Sculls
CAN,Canada,Bronze,1996,Swimming,Men,200 metres Individual Medley
CAN,Canada,Silver,1996,Swimming,Women,200 metres Individual Medley
CAN,Canada,Bronze,1984,Swimming,Women,4 x 100 metres Medley Relay
CAN,Canada,Bronze,1988,Swimming,Women,4 x 100 metres Medley Relay
CAN,Canada,Bronze,1996,Swimming,Men,400 metres Individual Medley
CAN,Canada,Silver,1996,Wrestling,Men,"Bantamweight, Freestyle"
CAN,Canada,Bronze,2000,Artistic Swimming,Women,Team
CAN,Canada,Bronze,2000,Canoe Sprint,Men,"Canadian Singles, 1,000 metres"
CAN,Canada,Silver,2000,Canoe Sprint,Women,"Kayak Singles, 500 metres"
CAN,Canada,Bronze,2000,Diving,Women,Platform
CAN,Canada,Silver,2000,Diving,Women,Synchronized Platform
CAN,Canada,Silver,2000,Judo,Men,Half-Heavyweight
CAN,Canada,Bronze,2000,Rowing,Women,Eights
CAN,Canada,Bronze,2016,Athletics,Men,4 x 100 metres Relay
CAN,Canada,Bronze,2000,Swimming,Men,400 metres Individual Medley
CAN,Canada,Bronze,2000,Taekwondo,Women,Heavyweight
CAN,Canada,Gold,2000,Tennis,Men,Doubles
CAN,Canada,Bronze,2000,Trampolining,Men,Individual
CAN,Canada,Bronze,2000,Trampolining,Women,Individual
CAN,Canada,Gold,2000,Triathlon,Men,Olympic Distance
CAN,Canada,Gold,2000,Wrestling,Men,"Welterweight, Freestyle"
CAN,Canada,Gold,2004,Artistic Gymnastics,Men,Floor Exercise
CAN,Canada,Bronze,2004,Canoe Sprint,Men,"Kayak Singles, 1,000 metres"
CAN,Canada,Gold,2004,Canoe Sprint,Men,"Kayak Singles, 500 metres"
CAN,Canada,Bronze,2004,Canoe Sprint,Women,"Kayak Singles, 500 metres"
CAN,Canada,Silver,2004,Cycling Mountain Bike,Women,Cross-Country
CAN,Canada,Gold,2004,Cycling Track,Women,Sprint
CAN,Canada,Silver,2004,Diving,Men,Springboard
CAN,Canada,Bronze,2004,Diving,Women,Synchronized Platform
CAN,Canada,Silver,2004,Rowing,Men,Coxless Fours
CAN,Canada,Silver,2004,Sailing,Men,Two Person Keelboat
CAN,Canada,Silver,2004,Trampolining,Women,Individual
CAN,Canada,Silver,2004,Wrestling,Women,"Lightweight, Freestyle"
CAN,Canada,Bronze,2008,Athletics,Women,100 metres Hurdles
CAN,Canada,Bronze,2008,Athletics,Men,Shot Put
CAN,Canada,Bronze,2008,Canoe Sprint,Men,"Canadian Singles, 1,000 metres"
CAN,Canada,Silver,2008,Canoe Sprint,Men,"Kayak Singles, 500 metres"
CAN,Canada,Silver,2008,Diving,Women,Platform
CAN,Canada,Silver,2008,Diving,Men,Springboard
CAN,Canada,Gold,2008,Equestrian Jumping,Open,Individual
CAN,Canada,Silver,2008,Equestrian Jumping,Open,Team
CAN,Canada,Silver,2008,Rowing,Men,Coxless Pairs
CAN,Canada,Gold,2008,Rowing,Men,Eights
CAN,Canada,Bronze,2008,Rowing,Men,Lightweight Coxless Fours
CAN,Canada,Bronze,2008,Rowing,Women,Lightweight Double Sculls
CAN,Canada,Bronze,2008,Swimming,Men,"1,500 metres Freestyle"
CAN,Canada,Silver,2008,Taekwondo,Women,Welterweight
CAN,Canada,Silver,2008,Trampolining,Men,Individual
CAN,Canada,Silver,2008,Trampolining,Women,Individual
CAN,Canada,Silver,2008,Triathlon,Men,Olympic Distance
CAN,Canada,Bronze,2008,Weightlifting,Women,Middleweight
CAN,Canada,Gold,2008,Wrestling,Women,"Flyweight, Freestyle"
CAN,Canada,Bronze,2008,Wrestling,Women,"Lightweight, Freestyle"
CAN,Canada,Bronze,2012,Athletics,Men,High Jump
CAN,Canada,Bronze,2012,Canoe Sprint,Men,"Canadian Singles, 1,000 metres"
CAN,Canada,Silver,2012,Canoe Sprint,Men,"Kayak Singles, 1,000 metres"
CAN,Canada,Bronze,2012,Canoe Sprint,Men,"Kayak Singles, 200 metres"
CAN,Canada,Bronze,2012,Cycling Track,Women,Team Pursuit
CAN,Canada,Bronze,2012,Diving,Women,Synchronized Platform
CAN,Canada,Bronze,2012,Diving,Women,Synchronized Springboard
CAN,Canada,Bronze,2012,Football,Women,Football
CAN,Canada,Bronze,2012,Judo,Men,Half-Middleweight
CAN,Canada,Bronze,2012,Marathon Swimming,Men,10 kilometres Open Water
CAN,Canada,Silver,2012,Rowing,Men,Eights
CAN,Canada,Silver,2012,Rowing,Women,Eights
CAN,Canada,Silver,2012,Swimming,Men,"1,500 metres Freestyle"
CAN,Canada,Bronze,2012,Swimming,Men,100 metres Freestyle
CAN,Canada,Bronze,2016,Swimming,Women,4 x 200 metres Freestyle Relay
CAN,Canada,Gold,2012,Trampolining,Women,Individual
CAN,Canada,Gold,2012,Weightlifting,Women,Middleweight
CAN,Canada,Bronze,2012,Wrestling,Women,"Flyweight, Freestyle"
CAN,Canada,Silver,2012,Wrestling,Women,"Lightweight, Freestyle"
CAN,Canada,Bronze,2016,Athletics,Men,100 metres
CAN,Canada,Silver,2016,Athletics,Men,200 metres
CAN,Canada,Bronze,2016,Athletics,Men,Decathlon
CAN,Canada,Bronze,2016,Athletics,Women,Heptathlon
CAN,Canada,Gold,2016,Athletics,Men,High Jump
CAN,Canada,Bronze,2016,Cycling Mountain Bike,Women,Cross-Country
CAN,Canada,Bronze,2016,Cycling Track,Women,Team Pursuit
CAN,Canada,Bronze,2016,Diving,Women,Platform
CAN,Canada,Bronze,2016,Diving,Women,Synchronized Platform
CAN,Canada,Bronze,2016,Equestrian Jumping,Open,Individual
CAN,Canada,Bronze,2016,Football,Women,Football
CAN,Canada,Silver,2016,Rowing,Women,Lightweight Double Sculls
CAN,Canada,Bronze,2016,RugbyÂ Sevens,Women,Rugby Sevens
CAN,Canada,Bronze,2016,Swimming,Women,100 metres Backstroke
CAN,Canada,Silver,2016,Swimming,Women,100 metres Butterfly
CAN,Canada,Gold,2016,Swimming,Women,100 metres Freestyle
CAN,Canada,Bronze,2016,Swimming,Women,200 metres Backstroke
CAN,Canada,Gold,2016,Trampolining,Women,Individual
CAN,Canada,Gold,2016,Wrestling,Women,"Heavyweight, Freestyle"
POL,Poland,Bronze,1964,Athletics,Women,100 metres
POL,Poland,Silver,1964,Athletics,Women,200 metres
POL,Poland,Bronze,1964,Athletics,Men,400 metres
POL,Poland,Silver,1964,Athletics,Women,80 metres Hurdles
POL,Poland,Silver,1964,Athletics,Women,Long Jump
POL,Poland,Gold,1964,Athletics,Men,Triple Jump
POL,Poland,Silver,1964,Boxing,Men,Flyweight
POL,Poland,Bronze,1964,Boxing,Men,Light-Heavyweight
POL,Poland,Bronze,1964,Boxing,Men,Light-Middleweight
POL,Poland,Gold,1964,Boxing,Men,Lightweight
POL,Poland,Gold,1964,Boxing,Men,Light-Welterweight
POL,Poland,Bronze,1964,Boxing,Men,Middleweight
POL,Poland,Gold,1964,Boxing,Men,Welterweight
POL,Poland,Gold,1964,Fencing,Men,"Foil, Individual"
POL,Poland,Silver,1964,Fencing,Men,"Foil, Team"
POL,Poland,Bronze,1964,Fencing,Men,"Sabre, Team"
POL,Poland,Bronze,1964,Volleyball,Women,Volleyball
POL,Poland,Bronze,1964,Weightlifting,Men,Featherweight
POL,Poland,Gold,1964,Weightlifting,Men,Lightweight
POL,Poland,Bronze,1964,Weightlifting,Men,Lightweight
POL,Poland,Bronze,1964,Weightlifting,Men,Middle-Heavyweight
POL,Poland,Bronze,1968,Athletics,Women,100 metres
POL,Poland,Gold,1968,Athletics,Women,200 metres
POL,Poland,Silver,1968,Boxing,Men,Flyweight
POL,Poland,Bronze,1968,Boxing,Men,Light-Flyweight
POL,Poland,Bronze,1968,Boxing,Men,Light-Heavyweight
POL,Poland,Silver,1968,Boxing,Men,Lightweight
POL,Poland,Gold,1968,Boxing,Men,Light-Welterweight
POL,Poland,Bronze,1968,Cycling Track,Men,"1,000 metres Time Trial"
POL,Poland,Bronze,1968,Fencing,Men,"Épée, Team"
POL,Poland,Bronze,1968,Fencing,Men,"Foil, Team"
POL,Poland,Gold,1968,Fencing,Men,"Sabre, Individual"
POL,Poland,Gold,1968,Shooting,Open,"Rapid-Fire Pistol, 25 metres"
POL,Poland,Bronze,1968,Volleyball,Women,Volleyball
POL,Poland,Bronze,1968,Weightlifting,Men,Bantamweight
POL,Poland,Bronze,1968,Weightlifting,Men,Light-Heavyweight
POL,Poland,Gold,1968,Weightlifting,Men,Lightweight
POL,Poland,Bronze,1968,Weightlifting,Men,Lightweight
POL,Poland,Bronze,1968,Weightlifting,Men,Middle-Heavyweight
POL,Poland,Silver,1972,Archery,Women,Individual
POL,Poland,Bronze,1972,Athletics,Women,200 metres
POL,Poland,Bronze,1972,Athletics,Men,Decathlon
POL,Poland,Gold,1972,Athletics,Men,Shot Put
POL,Poland,Bronze,1972,Boxing,Men,Flyweight
POL,Poland,Bronze,1972,Boxing,Men,Light-Heavyweight
POL,Poland,Silver,1972,Boxing,Men,Light-Middleweight
POL,Poland,Gold,1972,Boxing,Men,Lightweight
POL,Poland,Bronze,1972,Canoe Sprint,Men,"Kayak Doubles, 1,000 metres"
POL,Poland,Silver,1972,Cycling Road,Men,100 kilometres Team Time Trial
POL,Poland,Bronze,1972,Cycling Track,Men,"Tandem Sprint, 2,000 metres"
POL,Poland,Gold,1972,Fencing,Men,"Foil, Individual"
POL,Poland,Gold,1972,Fencing,Men,"Foil, Team"
POL,Poland,Gold,1972,Football,Men,Football
POL,Poland,Silver,1972,Judo,Men,Half-Middleweight
POL,Poland,Gold,1972,Shooting,Open,"Rapid-Fire Pistol, 25 metres"
POL,Poland,Gold,1972,Weightlifting,Men,Flyweight
POL,Poland,Silver,1972,Weightlifting,Men,Light-Heavyweight
POL,Poland,Bronze,1972,Weightlifting,Men,Lightweight
POL,Poland,Bronze,1972,Wrestling,Men,"Featherweight, Greco-Roman"
POL,Poland,Bronze,1972,Wrestling,Men,"Light-Heavyweight, Greco-Roman"
POL,Poland,Silver,1976,Athletics,Men,"3,000 metres Steeplechase"
POL,Poland,Gold,1976,Athletics,Women,400 metres
POL,Poland,Gold,1976,Athletics,Men,High Jump
POL,Poland,Gold,1976,Athletics,Men,Pole Vault
POL,Poland,Bronze,1976,Boxing,Men,Featherweight
POL,Poland,Bronze,1976,Boxing,Men,Flyweight
POL,Poland,Bronze,1976,Boxing,Men,Light-Heavyweight
POL,Poland,Gold,1976,Boxing,Men,Light-Middleweight
POL,Poland,Bronze,1976,Boxing,Men,Light-Welterweight
POL,Poland,Silver,1976,Canoe Sprint,Men,"Canadian Doubles, 500 metres"
POL,Poland,Silver,1976,Cycling Road,Men,100 kilometres Team Time Trial
POL,Poland,Bronze,1976,Cycling Road,Men,"Road Race, Individual"
POL,Poland,Silver,1976,Football,Men,Football
POL,Poland,Bronze,1976,Handball,Men,Handball
POL,Poland,Bronze,1976,Judo,Men,Half-Middleweight
POL,Poland,Gold,1976,Modern Pentathlon,Men,Individual
POL,Poland,Bronze,1976,Shooting,Open,"Running Target, 50 metres"
POL,Poland,Bronze,1976,Shooting,Open,Skeet
POL,Poland,Gold,1976,Volleyball,Men,Volleyball
POL,Poland,Silver,1976,Weightlifting,Men,Bantamweight
POL,Poland,Bronze,1976,Weightlifting,Men,Heavyweight
POL,Poland,Bronze,1976,Weightlifting,Men,Lightweight
POL,Poland,Gold,1976,Wrestling,Men,"Featherweight, Greco-Roman"
POL,Poland,Bronze,1976,Wrestling,Men,"Heavyweight, Greco-Roman"
POL,Poland,Bronze,1976,Wrestling,Men,"Light-Heavyweight, Greco-Roman"
POL,Poland,Bronze,1980,Athletics,Women,100 metres Hurdles
POL,Poland,Gold,1980,Athletics,Men,"3,000 metres Steeplechase"
POL,Poland,Silver,1980,Athletics,Men,High Jump
POL,Poland,Silver,1980,Athletics,Women,High Jump
POL,Poland,Gold,1980,Athletics,Men,Pole Vault
POL,Poland,Silver,1980,Athletics,Men,Pole Vault
POL,Poland,Bronze,1980,Boxing,Men,Featherweight
POL,Poland,Silver,1980,Boxing,Men,Light-Heavyweight
POL,Poland,Bronze,1980,Boxing,Men,Lightweight
POL,Poland,Bronze,1980,Boxing,Men,Middleweight
POL,Poland,Bronze,1980,Boxing,Men,Welterweight
POL,Poland,Silver,1980,Cycling Road,Men,"Road Race, Individual"
POL,Poland,Gold,1980,Equestrian Jumping,Open,Individual
POL,Poland,Silver,1980,Equestrian Jumping,Open,Team
POL,Poland,Silver,1980,Fencing,Men,"Épée, Team"
POL,Poland,Bronze,1980,Fencing,Women,"Foil, Individual"
POL,Poland,Bronze,1980,Fencing,Men,"Foil, Team"
POL,Poland,Bronze,1980,Judo,Men,Half-Lightweight
POL,Poland,Bronze,1980,Rowing,Men,Coxed Fours
POL,Poland,Silver,1980,Rowing,Women,Coxless Pairs
POL,Poland,Bronze,1980,Swimming,Women,400 metres Individual Medley
POL,Poland,Bronze,1980,Weightlifting,Men,Bantamweight
POL,Poland,Bronze,1980,Weightlifting,Men,Featherweight
POL,Poland,Bronze,1980,Weightlifting,Men,Super-Heavyweight
POL,Poland,Silver,1980,Wrestling,Men,"Bantamweight, Greco-Roman"
POL,Poland,Silver,1980,Wrestling,Men,"Flyweight, Freestyle"
POL,Poland,Silver,1980,Wrestling,Men,"Heavyweight, Greco-Roman"
POL,Poland,Bronze,1980,Wrestling,Men,"Light-Heavyweight, Freestyle"
POL,Poland,Silver,1980,Wrestling,Men,"Lightweight, Greco-Roman"
POL,Poland,Silver,1980,Wrestling,Men,"Middleweight, Greco-Roman"
POL,Poland,Bronze,1980,Wrestling,Men,"Super-Heavyweight, Freestyle"
POL,Poland,Silver,1988,Athletics,Men,Half-Lightweight
POL,Poland,Gold,1988,Athletics,Men,Half-Middleweight
POL,Poland,Bronze,1988,Boxing,Men,Heavyweight
POL,Poland,Bronze,1988,Boxing,Men,Light-Heavyweight
POL,Poland,Bronze,1988,Boxing,Men,Super-Heavyweight
POL,Poland,Bronze,1988,Boxing,Men,Welterweight
POL,Poland,Bronze,1988,Canoe Sprint,Men,"Canadian Doubles, 1,000 metres"
POL,Poland,Silver,1988,Canoe Sprint,Men,"Canadian Doubles, 500 metres"
POL,Poland,Bronze,1988,Canoe Sprint,Women,"Kayak Singles, 500 metres"
POL,Poland,Silver,1988,Cycling Road,Men,100 kilometres Team Time Trial
POL,Poland,Silver,1988,Fencing,Men,"Sabre, Individual"
POL,Poland,Bronze,1988,Swimming,Men,400 metres Freestyle
POL,Poland,Bronze,1988,Weightlifting,Men,Middle-Heavyweight
POL,Poland,Gold,1988,Wrestling,Men,"Heavyweight, Greco-Roman"
POL,Poland,Silver,1988,Wrestling,Men,"Light-Flyweight, Greco-Roman"
POL,Poland,Bronze,1988,Wrestling,Men,"Welterweight, Greco-Roman"
POL,Poland,Bronze,1992,Athletics,Men,High Jump
POL,Poland,Bronze,1992,Boxing,Men,Light-Heavyweight
POL,Poland,Bronze,1992,Canoe Sprint,Men,"Kayak Doubles, 1,000 metres"
POL,Poland,Silver,1992,Canoe Sprint,Men,"Kayak Doubles, 500 metres"
POL,Poland,Bronze,1992,Canoe Sprint,Women,"Kayak Singles, 500 metres"
POL,Poland,Bronze,1992,Fencing,Men,"Foil, Team"
POL,Poland,Silver,1992,Football,Men,Football
POL,Poland,Gold,1992,Judo,Men,Middleweight
POL,Poland,Gold,1992,Modern Pentathlon,Men,Individual
POL,Poland,Gold,1992,Modern Pentathlon,Men,Team
POL,Poland,Bronze,1992,Rowing,Men,Coxed Fours
POL,Poland,Bronze,1992,Rowing,Men,Single Sculls
POL,Poland,Bronze,1992,Shooting,Women,"Small-Bore Rifle, Three Positions, 50 metres"
POL,Poland,Silver,1992,Swimming,Men,100 metres Butterfly
POL,Poland,Bronze,1992,Weightlifting,Men,Heavyweight I
POL,Poland,Silver,1992,Weightlifting,Men,Light-Heavyweight
POL,Poland,Bronze,1992,Weightlifting,Men,Middle-Heavyweight
POL,Poland,Silver,1992,Wrestling,Men,"Middleweight, Greco-Roman"
POL,Poland,Silver,1992,Wrestling,Men,"Welterweight, Greco-Roman"
POL,Poland,Bronze,1996,Archery,Women,Team
POL,Poland,Gold,1996,Athletics,Men,50 kilometres Walk
POL,Poland,Silver,1996,Athletics,Men,High Jump
POL,Poland,Bronze,1996,Canoe Sprint,Men,"Kayak Singles, 500 metres"
POL,Poland,Silver,1996,Fencing,Men,"Foil, Team"
POL,Poland,Gold,1996,Judo,Men,Half-Heavyweight
POL,Poland,Silver,1996,Judo,Women,Middleweight
POL,Poland,Gold,1996,Sailing,Men,One Person Dinghy
POL,Poland,Gold,1996,Shooting,Women,"Air Rifle, 10 metres"
POL,Poland,Silver,1996,Shooting,Men,Skeet
POL,Poland,Bronze,1996,Shooting,Women,"Small-Bore Rifle, Three Positions, 50 metres"
