Event,NOC,Pos.,Year,Discipline,Gender Cleaned,Event Cleaned
"Discus Throw, Women",BUL,2,1976,Athletics,Women,Discus Throw
"Discus Throw, Women",GDR,3,1976,Athletics,Women,Discus Throw
"Hammer Throw, Men",URS,1,1976,Athletics,Men,Hammer Throw
"Hammer Throw, Men",URS,2,1976,Athletics,Men,Hammer Throw
"Hammer Throw, Men",URS,3,1976,Athletics,Men,Hammer Throw
"High Jump, Men",POL,1,1976,Athletics,Men,High Jump
"High Jump, Men",CAN,2,1976,Athletics,Men,High Jump
"High Jump, Men",USA,3,1976,Athletics,Men,High Jump
"High Jump, Women",GDR,1,1976,Athletics,Women,High Jump
"High Jump, Women",ITA,2,1976,Athletics,Women,High Jump
"High Jump, Women",BUL,3,1976,Athletics,Women,High Jump
"Javelin Throw, Men",HUN,1,1976,Athletics,Men,Javelin Throw
"Javelin Throw, Men",FIN,2,1976,Athletics,Men,Javelin Throw
"Javelin Throw, Men",ROU,3,1976,Athletics,Men,Javelin Throw
"Javelin Throw, Women",GDR,1,1976,Athletics,Women,Javelin Throw
"Javelin Throw, Women",FRG,2,1976,Athletics,Women,Javelin Throw
"Javelin Throw, Women",USA,3,1976,Athletics,Women,Javelin Throw
"Long Jump, Men",USA,1,1976,Athletics,Men,Long Jump
"Long Jump, Men",USA,2,1976,Athletics,Men,Long Jump
"Long Jump, Men",GDR,3,1976,Athletics,Men,Long Jump
"Long Jump, Women",GDR,1,1976,Athletics,Women,Long Jump
"Long Jump, Women",USA,2,1976,Athletics,Women,Long Jump
"Long Jump, Women",URS,3,1976,Athletics,Women,Long Jump
"Marathon, Men",GDR,1,1976,Athletics,Men,Marathon
"Marathon, Men",USA,2,1976,Athletics,Men,Marathon
"Marathon, Men",BEL,3,1976,Athletics,Men,Marathon
"Pentathlon, Women",GDR,1,1976,Athletics,Women,Pentathlon
"Pentathlon, Women",GDR,2,1976,Athletics,Women,Pentathlon
"Pentathlon, Women",GDR,3,1976,Athletics,Women,Pentathlon
"Pole Vault, Men",POL,1,1976,Athletics,Men,Pole Vault
"Pole Vault, Men",FIN,2,1976,Athletics,Men,Pole Vault
"Pole Vault, Men",USA,3,1976,Athletics,Men,Pole Vault
"Shot Put, Men",GDR,1,1976,Athletics,Men,Shot Put
"Shot Put, Men",URS,2,1976,Athletics,Men,Shot Put
"Shot Put, Men",URS,3,1976,Athletics,Men,Shot Put
"Shot Put, Women",BUL,1,1976,Athletics,Women,Shot Put
"Shot Put, Women",URS,2,1976,Athletics,Women,Shot Put
"Shot Put, Women",TCH,3,1976,Athletics,Women,Shot Put
"Triple Jump, Men",URS,1,1976,Athletics,Men,Triple Jump
"Triple Jump, Men",USA,2,1976,Athletics,Men,Triple Jump
"Triple Jump, Men",BRA,3,1976,Athletics,Men,Triple Jump
"Basketball, Men",USA,1,1976,Basketball,Men,Basketball
"Basketball, Men",YUG,2,1976,Basketball,Men,Basketball
"Basketball, Men",URS,3,1976,Basketball,Men,Basketball
"Basketball, Women",URS,1,1976,Basketball,Women,Basketball
"Basketball, Women",USA,2,1976,Basketball,Women,Basketball
"Basketball, Women",BUL,3,1976,Basketball,Women,Basketball
"Bantamweight, Men",PRK,1,1976,Boxing,Men,Bantamweight
"Bantamweight, Men",USA,2,1976,Boxing,Men,Bantamweight
"Bantamweight, Men",GBR,3,1976,Boxing,Men,Bantamweight
"Bantamweight, Men",URS,3,1976,Boxing,Men,Bantamweight
"Featherweight, Men",CUB,1,1976,Boxing,Men,Featherweight
"Featherweight, Men",GDR,2,1976,Boxing,Men,Featherweight
"Featherweight, Men",POL,3,1976,Boxing,Men,Featherweight
"Featherweight, Men",MEX,3,1976,Boxing,Men,Featherweight
"Flyweight, Men",USA,1,1976,Boxing,Men,Flyweight
"Flyweight, Men",CUB,2,1976,Boxing,Men,Flyweight
"Flyweight, Men",URS,3,1976,Boxing,Men,Flyweight
"Flyweight, Men",POL,3,1976,Boxing,Men,Flyweight
"Heavyweight, Men",CUB,1,1976,Boxing,Men,Heavyweight
"Heavyweight, Men",ROU,2,1976,Boxing,Men,Heavyweight
"Heavyweight, Men",USA,3,1976,Boxing,Men,Heavyweight
"Heavyweight, Men",BER,3,1976,Boxing,Men,Heavyweight
"Light-Flyweight, Men",CUB,1,1976,Boxing,Men,Light-Flyweight
"Light-Flyweight, Men",PRK,2,1976,Boxing,Men,Light-Flyweight
"Light-Flyweight, Men",THA,3,1976,Boxing,Men,Light-Flyweight
"Light-Flyweight, Men",PUR,3,1976,Boxing,Men,Light-Flyweight
"Light-Heavyweight, Men",USA,1,1976,Boxing,Men,Light-Heavyweight
"Light-Heavyweight, Men",CUB,2,1976,Boxing,Men,Light-Heavyweight
"Light-Heavyweight, Men",POL,3,1976,Boxing,Men,Light-Heavyweight
"Light-Heavyweight, Men",ROU,3,1976,Boxing,Men,Light-Heavyweight
"Light-Middleweight, Men",POL,1,1976,Boxing,Men,Light-Middleweight
"Light-Middleweight, Men",YUG,2,1976,Boxing,Men,Light-Middleweight
"Light-Middleweight, Men",URS,3,1976,Boxing,Men,Light-Middleweight
"Light-Middleweight, Men",CUB,3,1976,Boxing,Men,Light-Middleweight
"Lightweight, Men",USA,1,1976,Boxing,Men,Lightweight
"Lightweight, Men",ROU,2,1976,Boxing,Men,Lightweight
"Lightweight, Men",URS,3,1976,Boxing,Men,Lightweight
"Lightweight, Men",YUG,3,1976,Boxing,Men,Lightweight
"Light-Welterweight, Men",USA,1,1976,Boxing,Men,Light-Welterweight
"Light-Welterweight, Men",CUB,2,1976,Boxing,Men,Light-Welterweight
"Light-Welterweight, Men",BUL,3,1976,Boxing,Men,Light-Welterweight
"Light-Welterweight, Men",POL,3,1976,Boxing,Men,Light-Welterweight
"Middleweight, Men",USA,1,1976,Boxing,Men,Middleweight
"Middleweight, Men",URS,2,1976,Boxing,Men,Middleweight
"Middleweight, Men",ROU,3,1976,Boxing,Men,Middleweight
"Middleweight, Men",CUB,3,1976,Boxing,Men,Middleweight
"Welterweight, Men",GDR,1,1976,Boxing,Men,Welterweight
"Welterweight, Men",VEN,2,1976,Boxing,Men,Welterweight
"Welterweight, Men",FRG,3,1976,Boxing,Men,Welterweight
"Welterweight, Men",ROU,3,1976,Boxing,Men,Welterweight
"Canadian Doubles, 1,000 metres, Men",URS,1,1976,Canoe Sprint,Men,"Canadian Doubles, 1,000 metres"
"Canadian Doubles, 1,000 metres, Men",ROU,2,1976,Canoe Sprint,Men,"Canadian Doubles, 1,000 metres"
"Canadian Doubles, 1,000 metres, Men",HUN,3,1976,Canoe Sprint,Men,"Canadian Doubles, 1,000 metres"
"Canadian Doubles, 500 metres, Men",URS,1,1976,Canoe Sprint,Men,"Canadian Doubles, 500 metres"
"Canadian Doubles, 500 metres, Men",POL,2,1976,Canoe Sprint,Men,"Canadian Doubles, 500 metres"
"Canadian Doubles, 500 metres, Men",HUN,3,1976,Canoe Sprint,Men,"Canadian Doubles, 500 metres"
"Canadian Singles, 1,000 metres, Men",YUG,1,1976,Canoe Sprint,Men,"Canadian Singles, 1,000 metres"
"Canadian Singles, 1,000 metres, Men",URS,2,1976,Canoe Sprint,Men,"Canadian Singles, 1,000 metres"
"Canadian Singles, 1,000 metres, Men",HUN,3,1976,Canoe Sprint,Men,"Canadian Singles, 1,000 metres"
"Canadian Singles, 500 metres, Men",URS,1,1976,Canoe Sprint,Men,"Canadian Singles, 500 metres"
"Canadian Singles, 500 metres, Men",CAN,2,1976,Canoe Sprint,Men,"Canadian Singles, 500 metres"
"Canadian Singles, 500 metres, Men",YUG,3,1976,Canoe Sprint,Men,"Canadian Singles, 500 metres"
"Kayak Doubles, 1,000 metres, Men",URS,1,1976,Canoe Sprint,Men,"Kayak Doubles, 1,000 metres"
"Kayak Doubles, 1,000 metres, Men",GDR,2,1976,Canoe Sprint,Men,"Kayak Doubles, 1,000 metres"
"Kayak Doubles, 1,000 metres, Men",HUN,3,1976,Canoe Sprint,Men,"Kayak Doubles, 1,000 metres"
"Kayak Doubles, 500 metres, Men",GDR,1,1976,Canoe Sprint,Men,"Kayak Doubles, 500 metres"
"Kayak Doubles, 500 metres, Men",URS,2,1976,Canoe Sprint,Men,"Kayak Doubles, 500 metres"
"Kayak Doubles, 500 metres, Men",ROU,3,1976,Canoe Sprint,Men,"Kayak Doubles, 500 metres"
"Kayak Doubles, 500 metres, Women",URS,1,1976,Canoe Sprint,Women,"Kayak Doubles, 500 metres"
"Kayak Doubles, 500 metres, Women",HUN,2,1976,Canoe Sprint,Women,"Kayak Doubles, 500 metres"
"Kayak Doubles, 500 metres, Women",GDR,3,1976,Canoe Sprint,Women,"Kayak Doubles, 500 metres"
"Kayak Fours, 1,000 metres, Men",URS,1,1976,Canoe Sprint,Men,"Kayak Fours, 1,000 metres"
"Kayak Fours, 1,000 metres, Men",ESP,2,1976,Canoe Sprint,Men,"Kayak Fours, 1,000 metres"
"Kayak Fours, 1,000 metres, Men",GDR,3,1976,Canoe Sprint,Men,"Kayak Fours, 1,000 metres"
"Kayak Singles, 1,000 metres, Men",GDR,1,1976,Canoe Sprint,Men,"Kayak Singles, 1,000 metres"
"Kayak Singles, 1,000 metres, Men",HUN,2,1976,Canoe Sprint,Men,"Kayak Singles, 1,000 metres"
"Kayak Singles, 1,000 metres, Men",ROU,3,1976,Canoe Sprint,Men,"Kayak Singles, 1,000 metres"
"Kayak Singles, 500 metres, Men",ROU,1,1976,Canoe Sprint,Men,"Kayak Singles, 500 metres"
"Kayak Singles, 500 metres, Men",HUN,2,1976,Canoe Sprint,Men,"Kayak Singles, 500 metres"
"Kayak Singles, 500 metres, Men",GDR,3,1976,Canoe Sprint,Men,"Kayak Singles, 500 metres"
"Kayak Singles, 500 metres, Women",GDR,1,1976,Canoe Sprint,Women,"Kayak Singles, 500 metres"
"Kayak Singles, 500 metres, Women",URS,2,1976,Canoe Sprint,Women,"Kayak Singles, 500 metres"
"Kayak Singles, 500 metres, Women",HUN,3,1976,Canoe Sprint,Women,"Kayak Singles, 500 metres"
"100 kilometres Team Time Trial, Men",URS,1,1976,Cycling Road,Men,100 kilometres Team Time Trial
"100 kilometres Team Time Trial, Men",POL,2,1976,Cycling Road,Men,100 kilometres Team Time Trial
"100 kilometres Team Time Trial, Men",DEN,3,1976,Cycling Road,Men,100 kilometres Team Time Trial
"Road Race, Individual, Men",SWE,1,1976,Cycling Road,Men,"Road Race, Individual"
"Road Race, Individual, Men",ITA,2,1976,Cycling Road,Men,"Road Race, Individual"
"Road Race, Individual, Men",POL,3,1976,Cycling Road,Men,"Road Race, Individual"
"1,000 metres Time Trial, Men",GDR,1,1976,Cycling Track,Men,"1,000 metres Time Trial"
"1,000 metres Time Trial, Men",BEL,2,1976,Cycling Track,Men,"1,000 metres Time Trial"
"1,000 metres Time Trial, Men",DEN,3,1976,Cycling Track,Men,"1,000 metres Time Trial"
"Individual Pursuit, 4,000 metres, Men",FRG,1,1976,Cycling Track,Men,"Individual Pursuit, 4,000 metres"
"Individual Pursuit, 4,000 metres, Men",NED,2,1976,Cycling Track,Men,"Individual Pursuit, 4,000 metres"
"Individual Pursuit, 4,000 metres, Men",GDR,3,1976,Cycling Track,Men,"Individual Pursuit, 4,000 metres"
"Sprint, Men",TCH,1,1976,Cycling Track,Men,Sprint
"Sprint, Men",FRA,2,1976,Cycling Track,Men,Sprint
"Sprint, Men",GDR,3,1976,Cycling Track,Men,Sprint
"Team Pursuit, 4,000 metres, Men",FRG,1,1976,Cycling Track,Men,"Team Pursuit, 4,000 metres"
"Team Pursuit, 4,000 metres, Men",URS,2,1976,Cycling Track,Men,"Team Pursuit, 4,000 metres"
"Team Pursuit, 4,000 metres, Men",GBR,3,1976,Cycling Track,Men,"Team Pursuit, 4,000 metres"
"Platform, Men",ITA,1,1976,Diving,Men,Platform
"Platform, Men",USA,2,1976,Diving,Men,Platform
"Platform, Men",URS,3,1976,Diving,Men,Platform
"Platform, Women",URS,1,1976,Diving,Women,Platform
"Platform, Women",SWE,2,1976,Diving,Women,Platform
"Platform, Women",USA,3,1976,Diving,Women,Platform
"Springboard, Men",USA,1,1976,Diving,Men,Springboard
"Springboard, Men",ITA,2,1976,Diving,Men,Springboard
"Springboard, Men",URS,3,1976,Diving,Men,Springboard
"Springboard, Women",USA,1,1976,Diving,Women,Springboard
"Springboard, Women",GDR,2,1976,Diving,Women,Springboard
"Springboard, Women",USA,3,1976,Diving,Women,Springboard
"Individual, Open",SUI,1,1976,Equestrian Dressage,Open,Individual
"Individual, Open",FRG,2,1976,Equestrian Dressage,Open,Individual
"Individual, Open",FRG,3,1976,Equestrian Dressage,Open,Individual
"Team, Open",FRG,1,1976,Equestrian Dressage,Open,Team
"Team, Open",SUI,2,1976,Equestrian Dressage,Open,Team
"Team, Open",USA,3,1976,Equestrian Dressage,Open,Team
"Individual, Open",USA,1,1976,Equestrian Eventing,Open,Individual
"Individual, Open",USA,2,1976,Equestrian Eventing,Open,Individual
"Individual, Open",FRG,3,1976,Equestrian Eventing,Open,Individual
"Team, Open",USA,1,1976,Equestrian Eventing,Open,Team
"Team, Open",FRG,2,1976,Equestrian Eventing,Open,Team
"Team, Open",AUS,3,1976,Equestrian Eventing,Open,Team
"Individual, Open",FRG,1,1976,Equestrian Jumping,Open,Individual
"Individual, Open",CAN,2,1976,Equestrian Jumping,Open,Individual
"Individual, Open",BEL,3,1976,Equestrian Jumping,Open,Individual
"Team, Open",FRA,1,1976,Equestrian Jumping,Open,Team
"Team, Open",FRG,2,1976,Equestrian Jumping,Open,Team
"Team, Open",BEL,3,1976,Equestrian Jumping,Open,Team
"Épée, Individual, Men",FRG,1,1976,Fencing,Men,"Épée, Individual"
"Épée, Individual, Men",FRG,2,1976,Fencing,Men,"Épée, Individual"
"Épée, Individual, Men",HUN,3,1976,Fencing,Men,"Épée, Individual"
"Épée, Team, Men",SWE,1,1976,Fencing,Men,"Épée, Team"
"Épée, Team, Men",FRG,2,1976,Fencing,Men,"Épée, Team"
"Épée, Team, Men",SUI,3,1976,Fencing,Men,"Épée, Team"
"Foil, Individual, Men",ITA,1,1976,Fencing,Men,"Foil, Individual"
"Foil, Individual, Men",URS,2,1976,Fencing,Men,"Foil, Individual"
"Foil, Individual, Men",FRA,3,1976,Fencing,Men,"Foil, Individual"
"Foil, Individual, Women",HUN,1,1976,Fencing,Women,"Foil, Individual"
"Foil, Individual, Women",ITA,2,1976,Fencing,Women,"Foil, Individual"
"Foil, Individual, Women",URS,3,1976,Fencing,Women,"Foil, Individual"
"Foil, Team, Men",FRG,1,1976,Fencing,Men,"Foil, Team"
"Foil, Team, Men",ITA,2,1976,Fencing,Men,"Foil, Team"
"Foil, Team, Men",FRA,3,1976,Fencing,Men,"Foil, Team"
"Foil, Team, Women",URS,1,1976,Fencing,Women,"Foil, Team"
"Foil, Team, Women",FRA,2,1976,Fencing,Women,"Foil, Team"
"Foil, Team, Women",HUN,3,1976,Fencing,Women,"Foil, Team"
"Sabre, Individual, Men",URS,1,1976,Fencing,Men,"Sabre, Individual"
"Sabre, Individual, Men",URS,2,1976,Fencing,Men,"Sabre, Individual"
"Sabre, Individual, Men",URS,3,1976,Fencing,Men,"Sabre, Individual"
"Sabre, Team, Men",URS,1,1976,Fencing,Men,"Sabre, Team"
"Sabre, Team, Men",ITA,2,1976,Fencing,Men,"Sabre, Team"
"Sabre, Team, Men",ROU,3,1976,Fencing,Men,"Sabre, Team"
"Football, Men",GDR,1,1976,Football,Men,Football
"Football, Men",POL,2,1976,Football,Men,Football
"Football, Men",URS,3,1976,Football,Men,Football
"Handball, Men",URS,1,1976,Handball,Men,Handball
"Handball, Men",ROU,2,1976,Handball,Men,Handball
"Handball, Men",POL,3,1976,Handball,Men,Handball
"Handball, Women",URS,1,1976,Handball,Women,Handball
"Handball, Women",GDR,2,1976,Handball,Women,Handball
"Handball, Women",HUN,3,1976,Handball,Women,Handball
"Hockey, Men",NZL,1,1976,Hockey,Men,Hockey
"Hockey, Men",AUS,2,1976,Hockey,Men,Hockey
"Hockey, Men",PAK,3,1976,Hockey,Men,Hockey
"Half-Heavyweight, Men",JPN,1,1976,Judo,Men,Half-Heavyweight
"Half-Heavyweight, Men",URS,2,1976,Judo,Men,Half-Heavyweight
"Half-Heavyweight, Men",GBR,3,1976,Judo,Men,Half-Heavyweight
"Half-Heavyweight, Men",SUI,3,1976,Judo,Men,Half-Heavyweight
"Half-Middleweight, Men",URS,1,1976,Judo,Men,Half-Middleweight
"Half-Middleweight, Men",JPN,2,1976,Judo,Men,Half-Middleweight
"Half-Middleweight, Men",FRA,3,1976,Judo,Men,Half-Middleweight
"Half-Middleweight, Men",POL,3,1976,Judo,Men,Half-Middleweight
"Heavyweight, Men",URS,1,1976,Judo,Men,Heavyweight
"Heavyweight, Men",FRG,2,1976,Judo,Men,Heavyweight
"Heavyweight, Men",JPN,3,1976,Judo,Men,Heavyweight
"Heavyweight, Men",USA,3,1976,Judo,Men,Heavyweight
"Lightweight, Men",CUB,1,1976,Judo,Men,Lightweight
"Lightweight, Men",KOR,2,1976,Judo,Men,Lightweight
"Lightweight, Men",HUN,3,1976,Judo,Men,Lightweight
"Lightweight, Men",ITA,3,1976,Judo,Men,Lightweight
"Middleweight, Men",JPN,1,1976,Judo,Men,Middleweight
"Middleweight, Men",URS,2,1976,Judo,Men,Middleweight
"Middleweight, Men",KOR,3,1976,Judo,Men,Middleweight
"Middleweight, Men",YUG,3,1976,Judo,Men,Middleweight
"Open Class, Men",JPN,1,1976,Judo,Men,Open Class
"Open Class, Men",GBR,2,1976,Judo,Men,Open Class
"Open Class, Men",URS,3,1976,Judo,Men,Open Class
"Open Class, Men",KOR,3,1976,Judo,Men,Open Class
"Individual, Men",POL,1,1976,Modern Pentathlon,Men,Individual
"Individual, Men",URS,2,1976,Modern Pentathlon,Men,Individual
"Individual, Men",TCH,3,1976,Modern Pentathlon,Men,Individual
"Team, Men",GBR,1,1976,Modern Pentathlon,Men,Team
"Team, Men",TCH,2,1976,Modern Pentathlon,Men,Team
"Team, Men",HUN,3,1976,Modern Pentathlon,Men,Team
"Coxed Fours, Men",URS,1,1976,Rowing,Men,Coxed Fours
"Coxed Fours, Men",GDR,2,1976,Rowing,Men,Coxed Fours
"Coxed Fours, Men",FRG,3,1976,Rowing,Men,Coxed Fours
"Coxed Fours, Women",GDR,1,1976,Rowing,Women,Coxed Fours
"Coxed Fours, Women",BUL,2,1976,Rowing,Women,Coxed Fours
"Coxed Fours, Women",URS,3,1976,Rowing,Women,Coxed Fours
"Coxed Pairs, Men",GDR,1,1976,Rowing,Men,Coxed Pairs
"Coxed Pairs, Men",URS,2,1976,Rowing,Men,Coxed Pairs
"Coxed Pairs, Men",TCH,3,1976,Rowing,Men,Coxed Pairs
"Coxed Quadruple Sculls, Women",GDR,1,1976,Rowing,Women,Coxed Quadruple Sculls
"Coxed Quadruple Sculls, Women",URS,2,1976,Rowing,Women,Coxed Quadruple Sculls
"Coxed Quadruple Sculls, Women",ROU,3,1976,Rowing,Women,Coxed Quadruple Sculls
"Coxless Fours, Men",GDR,1,1976,Rowing,Men,Coxless Fours
"Coxless Fours, Men",NOR,2,1976,Rowing,Men,Coxless Fours
"Coxless Fours, Men",URS,3,1976,Rowing,Men,Coxless Fours
"Coxless Pairs, Men",GDR,1,1976,Rowing,Men,Coxless Pairs
"Coxless Pairs, Men",USA,2,1976,Rowing,Men,Coxless Pairs
"Coxless Pairs, Men",FRG,3,1976,Rowing,Men,Coxless Pairs
"Coxless Pairs, Women",BUL,1,1976,Rowing,Women,Coxless Pairs
"Coxless Pairs, Women",GDR,2,1976,Rowing,Women,Coxless Pairs
"Coxless Pairs, Women",FRG,3,1976,Rowing,Women,Coxless Pairs
"Double Sculls, Men",NOR,1,1976,Rowing,Men,Double Sculls
"Double Sculls, Men",GBR,2,1976,Rowing,Men,Double Sculls
"Double Sculls, Men",GDR,3,1976,Rowing,Men,Double Sculls
"Double Sculls, Women",BUL,1,1976,Rowing,Women,Double Sculls
"Double Sculls, Women",GDR,2,1976,Rowing,Women,Double Sculls
"Double Sculls, Women",URS,3,1976,Rowing,Women,Double Sculls
"Eights, Men",GDR,1,1976,Rowing,Men,Eights
"Eights, Men",GBR,2,1976,Rowing,Men,Eights
"Eights, Men",NZL,3,1976,Rowing,Men,Eights
"Eights, Women",GDR,1,1976,Rowing,Women,Eights
"Eights, Women",URS,2,1976,Rowing,Women,Eights
"Eights, Women",USA,3,1976,Rowing,Women,Eights
"Quadruple Sculls, Men",GDR,1,1976,Rowing,Men,Quadruple Sculls
"Quadruple Sculls, Men",URS,2,1976,Rowing,Men,Quadruple Sculls
"Quadruple Sculls, Men",TCH,3,1976,Rowing,Men,Quadruple Sculls
"Single Sculls, Men",FIN,1,1976,Rowing,Men,Single Sculls
"Single Sculls, Men",FRG,2,1976,Rowing,Men,Single Sculls
"Single Sculls, Men",GDR,3,1976,Rowing,Men,Single Sculls
"Single Sculls, Women",GDR,1,1976,Rowing,Women,Single Sculls
"Single Sculls, Women",USA,2,1976,Rowing,Women,Single Sculls
"Single Sculls, Women",URS,3,1976,Rowing,Women,Single Sculls
"Multihull, Open",GBR,1,1976,Sailing,Open,Multihull
"Multihull, Open",USA,2,1976,Sailing,Open,Multihull
"Multihull, Open",FRG,3,1976,Sailing,Open,Multihull
"One Person Dinghy, Open",GDR,1,1976,Sailing,Open,One Person Dinghy
"One Person Dinghy, Open",URS,2,1976,Sailing,Open,One Person Dinghy
"One Person Dinghy, Open",AUS,3,1976,Sailing,Open,One Person Dinghy
"Three Person Keelboat, Open",DEN,1,1976,Sailing,Open,Three Person Keelboat
"Three Person Keelboat, Open",USA,2,1976,Sailing,Open,Three Person Keelboat
"Three Person Keelboat, Open",GDR,3,1976,Sailing,Open,Three Person Keelboat
"Two Person Dinghy, Open",FRG,1,1976,Sailing,Open,Two Person Dinghy
"Two Person Dinghy, Open",ESP,2,1976,Sailing,Open,Two Person Dinghy
"Two Person Dinghy, Open",AUS,3,1976,Sailing,Open,Two Person Dinghy
"Two Person Heavyweight Dinghy, Open",FRG,1,1976,Sailing,Open,Two Person Heavyweight Dinghy
"Two Person Heavyweight Dinghy, Open",GBR,2,1976,Sailing,Open,Two Person Heavyweight Dinghy
"Two Person Heavyweight Dinghy, Open",BRA,3,1976,Sailing,Open,Two Person Heavyweight Dinghy
"Two Person Keelboat, Open",SWE,1,1976,Sailing,Open,Two Person Keelboat
"Two Person Keelboat, Open",URS,2,1976,Sailing,Open,Two Person Keelboat
"Two Person Keelboat, Open",USA,3,1976,Sailing,Open,Two Person Keelboat
"Free Pistol, 50 metres, Open",GDR,1,1976,Shooting,Open,"Free Pistol, 50 metres"
"Free Pistol, 50 metres, Open",GDR,2,1976,Shooting,Open,"Free Pistol, 50 metres"
"Free Pistol, 50 metres, Open",AUT,3,1976,Shooting,Open,"Free Pistol, 50 metres"
"Rapid-Fire Pistol, 25 metres, Open",GDR,1,1976,Shooting,Open,"Rapid-Fire Pistol, 25 metres"
"Rapid-Fire Pistol, 25 metres, Open",GDR,2,1976,Shooting,Open,"Rapid-Fire Pistol, 25 metres"
"Rapid-Fire Pistol, 25 metres, Open",ITA,3,1976,Shooting,Open,"Rapid-Fire Pistol, 25 metres"
"Running Target, 50 metres, Open",URS,1,1976,Shooting,Open,"Running Target, 50 metres"
"Running Target, 50 metres, Open",URS,2,1976,Shooting,Open,"Running Target, 50 metres"
"Running Target, 50 metres, Open",POL,3,1976,Shooting,Open,"Running Target, 50 metres"
"Skeet, Open",TCH,1,1976,Shooting,Open,Skeet
"Skeet, Open",NED,2,1976,Shooting,Open,Skeet
"Skeet, Open",POL,3,1976,Shooting,Open,Skeet
"Small-Bore Rifle, Prone, 50 metres, Open",FRG,1,1976,Shooting,Open,"Small-Bore Rifle, Prone, 50 metres"
"Small-Bore Rifle, Prone, 50 metres, Open",FRG,2,1976,Shooting,Open,"Small-Bore Rifle, Prone, 50 metres"
"Small-Bore Rifle, Prone, 50 metres, Open",URS,3,1976,Shooting,Open,"Small-Bore Rifle, Prone, 50 metres"
"Small-Bore Rifle, Three Positions, 50 metres, Open",USA,1,1976,Shooting,Open,"Small-Bore Rifle, Three Positions, 50 metres"
"Small-Bore Rifle, Three Positions, 50 metres, Open",USA,2,1976,Shooting,Open,"Small-Bore Rifle, Three Positions, 50 metres"
"Small-Bore Rifle, Three Positions, 50 metres, Open",FRG,3,1976,Shooting,Open,"Small-Bore Rifle, Three Positions, 50 metres"
"Trap, Open",USA,1,1976,Shooting,Open,Trap
