Event,NOC,Pos.,Year,Discipline
"Welterweight, Freestyle, Men",URS,2,1964,Wrestling
"Welterweight, Freestyle, Men",IRI,3,1964,Wrestling
"Welterweight, Greco-Roman, Men",URS,1,1964,Wrestling
"Welterweight, Greco-Roman, Men",BUL,2,1964,Wrestling
"Welterweight, Greco-Roman, Men",SWE,3,1964,Wrestling
"Balance Beam, Women",URS,1,1968,Artistic Athletics
"Balance Beam, Women",TCH,2,1968,Artistic Athletics
"Balance Beam, Women",URS,3,1968,Artistic Athletics
"Floor Exercise, Men",JPN,1,1968,Artistic Athletics
"Floor Exercise, Men",JPN,2,1968,Artistic Athletics
"Floor Exercise, Men",JPN,3,1968,Artistic Athletics
"Floor Exercise, Women",URS,1,1968,Artistic Athletics
"Floor Exercise, Women",TCH,1,1968,Artistic Athletics
"Floor Exercise, Women",0,2,1968,Artistic Athletics
"Floor Exercise, Women",URS,3,1968,Artistic Athletics
"Horizontal Bar, Men",URS,1,1968,Artistic Athletics
"Horizontal Bar, Men",JPN,1,1968,Artistic Athletics
"Horizontal Bar, Men",0,2,1968,Artistic Athletics
"Horizontal Bar, Men",JPN,3,1968,Artistic Athletics
"Horse Vault, Men",URS,1,1968,Artistic Athletics
"Horse Vault, Men",JPN,2,1968,Artistic Athletics
"Horse Vault, Men",URS,3,1968,Artistic Athletics
"Horse Vault, Women",TCH,1,1968,Artistic Athletics
"Horse Vault, Women",GDR,2,1968,Artistic Athletics
"Horse Vault, Women",URS,3,1968,Artistic Athletics
"Individual All-Around, Men",JPN,1,1968,Artistic Athletics
"Individual All-Around, Men",URS,2,1968,Artistic Athletics
"Individual All-Around, Men",JPN,3,1968,Artistic Athletics
"Individual All-Around, Women",TCH,1,1968,Artistic Athletics
"Individual All-Around, Women",URS,2,1968,Artistic Athletics
"Individual All-Around, Women",URS,3,1968,Artistic Athletics
"Parallel Bars, Men",JPN,1,1968,Artistic Athletics
"Parallel Bars, Men",URS,2,1968,Artistic Athletics
"Parallel Bars, Men",URS,3,1968,Artistic Athletics
"Pommelled Horse, Men",YUG,1,1968,Artistic Athletics
"Pommelled Horse, Men",FIN,2,1968,Artistic Athletics
"Pommelled Horse, Men",URS,3,1968,Artistic Athletics
"Rings, Men",JPN,1,1968,Artistic Athletics
"Rings, Men",URS,2,1968,Artistic Athletics
"Rings, Men",JPN,3,1968,Artistic Athletics
"Team All-Around, Men",JPN,1,1968,Artistic Athletics
"Team All-Around, Men",URS,2,1968,Artistic Athletics
"Team All-Around, Men",GDR,3,1968,Artistic Athletics
"Team All-Around, Women",URS,1,1968,Artistic Athletics
"Team All-Around, Women",TCH,2,1968,Artistic Athletics
"Team All-Around, Women",GDR,3,1968,Artistic Athletics
"Uneven Bars, Women",TCH,1,1968,Artistic Athletics
"Uneven Bars, Women",GDR,2,1968,Artistic Athletics
"Uneven Bars, Women",URS,3,1968,Artistic Athletics
"1,500 metres, Men",KEN,1,1968,Athletics
"1,500 metres, Men",USA,2,1968,Athletics
"1,500 metres, Men",FRG,3,1968,Athletics
"10,000 metres, Men",KEN,1,1968,Athletics
"10,000 metres, Men",ETH,2,1968,Athletics
"10,000 metres, Men",TUN,3,1968,Athletics
"100 metres, Men",USA,1,1968,Athletics
"100 metres, Men",JAM,2,1968,Athletics
"100 metres, Men",USA,3,1968,Athletics
"100 metres, Women",USA,1,1968,Athletics
"100 metres, Women",USA,2,1968,Athletics
"100 metres, Women",POL,3,1968,Athletics
"110 metres Hurdles, Men",USA,1,1968,Athletics
"110 metres Hurdles, Men",USA,2,1968,Athletics
"110 metres Hurdles, Men",ITA,3,1968,Athletics
"20 kilometres Walk, Men",URS,1,1968,Athletics
"20 kilometres Walk, Men",MEX,2,1968,Athletics
"20 kilometres Walk, Men",URS,3,1968,Athletics
"200 metres, Men",USA,1,1968,Athletics
"200 metres, Men",AUS,2,1968,Athletics
"200 metres, Men",USA,3,1968,Athletics
"200 metres, Women",POL,1,1968,Athletics
"200 metres, Women",AUS,2,1968,Athletics
"200 metres, Women",AUS,3,1968,Athletics
"3,000 metres Steeplechase, Men",KEN,1,1968,Athletics
"3,000 metres Steeplechase, Men",KEN,2,1968,Athletics
"3,000 metres Steeplechase, Men",USA,3,1968,Athletics
"4 x 100 metres Relay, Men",GBR,1,2004,Athletics
"4 x 100 metres Relay, Men",USA,2,2004,Athletics
"4 x 100 metres Relay, Men",NGR,3,2004,Athletics
"4 x 100 metres Relay, Men ",USA ,1,2000,Athletics
"4 x 100 metres Relay, Men ",BRA ,2,2000,Athletics
"4 x 100 metres Relay, Men ",CUB,3,2000,Athletics
"4 x 100 metres Relay, Women",USA,1,1984,Athletics
"4 x 100 metres Relay, Women",CAN,2,1984,Athletics
"4 x 100 metres Relay, Women",GBR,3,1984,Athletics
"400 metres Hurdles, Men",GBR,1,1968,Athletics
"400 metres Hurdles, Men",FRG,2,1968,Athletics
"400 metres Hurdles, Men",GBR,3,1968,Athletics
"400 metres, Men",USA,1,1968,Athletics
"400 metres, Men",USA,2,1968,Athletics
"400 metres, Men",USA,3,1968,Athletics
"400 metres, Women",FRA,1,1968,Athletics
"400 metres, Women",GBR,2,1968,Athletics
"400 metres, Women",URS,3,1968,Athletics
"5,000 metres, Men",TUN,1,1968,Athletics
"5,000 metres, Men",KEN,2,1968,Athletics
"5,000 metres, Men",KEN,3,1968,Athletics
"50 kilometres Walk, Men",GDR,1,1968,Athletics
"50 kilometres Walk, Men",HUN,2,1968,Athletics
"50 kilometres Walk, Men",USA,3,1968,Athletics
"80 metres Hurdles, Women",AUS,1,1968,Athletics
"80 metres Hurdles, Women",AUS,2,1968,Athletics
"80 metres Hurdles, Women",TPE,3,1968,Athletics
"800 metres, Men",AUS,1,1968,Athletics
"800 metres, Men",KEN,2,1968,Athletics
"800 metres, Men",USA,3,1968,Athletics
"800 metres, Women",USA,1,1968,Athletics
"800 metres, Women",ROU,2,1968,Athletics
"800 metres, Women",NED,3,1968,Athletics
"Decathlon, Men",USA,1,1968,Athletics
"Decathlon, Men",FRG,2,1968,Athletics
"Decathlon, Men",FRG,3,1968,Athletics
"Discus Throw, Men",USA,1,1968,Athletics
"Discus Throw, Men",GDR,2,1968,Athletics
"Discus Throw, Men",TCH,3,1968,Athletics
"Discus Throw, Women",ROU,1,1968,Athletics
"Discus Throw, Women",FRG,2,1968,Athletics
"Discus Throw, Women",HUN,3,1968,Athletics
"Hammer Throw, Men",HUN,1,1968,Athletics
"Hammer Throw, Men",URS,2,1968,Athletics
"Hammer Throw, Men",HUN,3,1968,Athletics
"High Jump, Men",USA,1,1968,Athletics
"High Jump, Men",USA,2,1968,Athletics
"High Jump, Men",URS,3,1968,Athletics
"High Jump, Women",TCH,1,1968,Athletics
"High Jump, Women",URS,2,1968,Athletics
"High Jump, Women",URS,3,1968,Athletics
"Javelin Throw, Men",URS,1,1968,Athletics
"Javelin Throw, Men",FIN,2,1968,Athletics
"Javelin Throw, Men",HUN,3,1968,Athletics
"Javelin Throw, Women",HUN,1,1968,Athletics
"Javelin Throw, Women",ROU,2,1968,Athletics
"Javelin Throw, Women",AUT,3,1968,Athletics
"Long Jump, Men",USA,1,1968,Athletics
"Long Jump, Men",GDR,2,1968,Athletics
"Long Jump, Men",USA,3,1968,Athletics
"Long Jump, Women",ROU,1,1968,Athletics
"Long Jump, Women",GBR,2,1968,Athletics
"Long Jump, Women",URS,3,1968,Athletics
"Marathon, Men",ETH,1,1968,Athletics
"Marathon, Men",JPN,2,1968,Athletics
"Marathon, Men",NZL,3,1968,Athletics
"Pentathlon, Women",FRG,1,1968,Athletics
"Pentathlon, Women",AUT,2,1968,Athletics
"Pentathlon, Women",HUN,3,1968,Athletics
"Pole Vault, Men",USA,1,1968,Athletics
"Pole Vault, Men",FRG,2,1968,Athletics
"Pole Vault, Men",GDR,3,1968,Athletics
"Shot Put, Men",USA,1,1968,Athletics
"Shot Put, Men",USA,2,1968,Athletics
"Shot Put, Men",URS,3,1968,Athletics
"Shot Put, Women",GDR,1,1968,Athletics
"Shot Put, Women",GDR,2,1968,Athletics
"Shot Put, Women",URS,3,1968,Athletics
"Triple Jump, Men",URS,1,1968,Athletics
"Triple Jump, Men",BRA,2,1968,Athletics
"Triple Jump, Men",ITA,3,1968,Athletics
"Basketball, Men",USA,1,1968,Basketball
"Basketball, Men",YUG,2,1968,Basketball
"Basketball, Men",URS,3,1968,Basketball
"Bantamweight, Men",URS,1,1968,Boxing
"Bantamweight, Men",UGA,2,1968,Boxing
"Bantamweight, Men",JPN,3,1968,Boxing
"Bantamweight, Men",KOR,3,1968,Boxing
"Featherweight, Men",MEX,1,1968,Boxing
"Featherweight, Men",USA,2,1968,Boxing
"Featherweight, Men",KEN,3,1968,Boxing
"Featherweight, Men",BUL,3,1968,Boxing
"Flyweight, Men",MEX,1,1968,Boxing
"Flyweight, Men",POL,2,1968,Boxing
"Flyweight, Men",BRA,3,1968,Boxing
"Flyweight, Men",UGA,3,1968,Boxing
"Heavyweight, Men",USA,1,1968,Boxing
"Heavyweight, Men",URS,2,1968,Boxing
"Heavyweight, Men",ITA,3,1968,Boxing
"Heavyweight, Men",MEX,3,1968,Boxing
"Light-Flyweight, Men",VEN,1,1968,Boxing
"Light-Flyweight, Men",KOR,2,1968,Boxing
"Light-Flyweight, Men",USA,3,1968,Boxing
"Light-Flyweight, Men",POL,3,1968,Boxing
"Light-Heavyweight, Men",URS,1,1968,Boxing
"Light-Heavyweight, Men",ROU,2,1968,Boxing
"Light-Heavyweight, Men",BUL,3,1968,Boxing
"Light-Heavyweight, Men",POL,3,1968,Boxing
"Light-Middleweight, Men",URS,1,1968,Boxing
"Light-Middleweight, Men",CUB,2,1968,Boxing
"Light-Middleweight, Men",USA,3,1968,Boxing
"Light-Middleweight, Men",FRG,3,1968,Boxing
"Lightweight, Men",USA,1,1968,Boxing
"Lightweight, Men",POL,2,1968,Boxing
"Lightweight, Men",ROU,3,1968,Boxing
"Lightweight, Men",YUG,3,1968,Boxing
"Light-Welterweight, Men",POL,1,1968,Boxing
"Light-Welterweight, Men",CUB,2,1968,Boxing
"Light-Welterweight, Men",FIN,3,1968,Boxing
"Light-Welterweight, Men",USA,3,1968,Boxing
"Middleweight, Men",GBR,1,1968,Boxing
"Middleweight, Men",URS,2,1968,Boxing
"Middleweight, Men",MEX,3,1968,Boxing
"Middleweight, Men",USA,3,1968,Boxing
"Welterweight, Men",GDR,1,1968,Boxing
"Welterweight, Men",CMR,2,1968,Boxing
"Welterweight, Men",URS,3,1968,Boxing
"Welterweight, Men",ARG,3,1968,Boxing
"Canadian Doubles, 1,000 metres, Men",ROU,1,1968,Canoe Sprint
"Canadian Doubles, 1,000 metres, Men",HUN,2,1968,Canoe Sprint
"Canadian Doubles, 1,000 metres, Men",URS,3,1968,Canoe Sprint
"Canadian Singles, 1,000 metres, Men",HUN,1,1968,Canoe Sprint
"Canadian Singles, 1,000 metres, Men",FRG,2,1968,Canoe Sprint
"Canadian Singles, 1,000 metres, Men",URS,3,1968,Canoe Sprint
"Kayak Doubles, 1,000 metres, Men",URS,1,1968,Canoe Sprint
"Kayak Doubles, 1,000 metres, Men",HUN,2,1968,Canoe Sprint
"Kayak Doubles, 1,000 metres, Men",AUT,3,1968,Canoe Sprint
"Kayak Doubles, 500 metres, Women",FRG,1,1968,Canoe Sprint
"Kayak Doubles, 500 metres, Women",HUN,2,1968,Canoe Sprint
"Kayak Doubles, 500 metres, Women",URS,3,1968,Canoe Sprint
"Kayak Fours, 1,000 metres, Men",NOR,1,1968,Canoe Sprint
"Kayak Fours, 1,000 metres, Men",ROU,2,1968,Canoe Sprint
"Kayak Fours, 1,000 metres, Men",HUN,3,1968,Canoe Sprint
"Kayak Singles, 1,000 metres, Men",HUN,1,1968,Canoe Sprint
"Kayak Singles, 1,000 metres, Men",URS,2,1968,Canoe Sprint
"Kayak Singles, 1,000 metres, Men",DEN,3,1968,Canoe Sprint
"Kayak Singles, 500 metres, Women",URS,1,1968,Canoe Sprint
"Kayak Singles, 500 metres, Women",FRG,2,1968,Canoe Sprint
"Kayak Singles, 500 metres, Women",ROU,3,1968,Canoe Sprint
"100 kilometres Team Time Trial, Men",NED,1,1968,Cycling Road
"100 kilometres Team Time Trial, Men",SWE,2,1968,Cycling Road
"100 kilometres Team Time Trial, Men",ITA,3,1968,Cycling Road
"Road Race, Individual, Men",ITA,1,1968,Cycling Road
"Road Race, Individual, Men",DEN,2,1968,Cycling Road
"Road Race, Individual, Men",SWE,3,1968,Cycling Road
"1,000 metres Time Trial, Men",FRA,1,1968,Cycling Track
"1,000 metres Time Trial, Men",DEN,2,1968,Cycling Track
"1,000 metres Time Trial, Men",POL,3,1968,Cycling Track
"Individual Pursuit, 4,000 metres, Men",FRA,1,1968,Cycling Track
"Individual Pursuit, 4,000 metres, Men",DEN,2,1968,Cycling Track
"Individual Pursuit, 4,000 metres, Men",SUI,3,1968,Cycling Track
"Sprint, Men",FRA,1,1968,Cycling Track
"Sprint, Men",ITA,2,1968,Cycling Track
"Sprint, Men",FRA,3,1968,Cycling Track
"Tandem Sprint, 2,000 metres, Men",FRA,1,1968,Cycling Track
"Tandem Sprint, 2,000 metres, Men",NED,2,1968,Cycling Track
"Tandem Sprint, 2,000 metres, Men",BEL,3,1968,Cycling Track
"Team Pursuit, 4,000 metres, Men",DEN,1,1968,Cycling Track
"Team Pursuit, 4,000 metres, Men",FRG,2,1968,Cycling Track
"Team Pursuit, 4,000 metres, Men",ITA,3,1968,Cycling Track
"Platform, Men",ITA,1,1968,Diving
"Platform, Men",MEX,2,1968,Diving
"Platform, Men",USA,3,1968,Diving
"Platform, Women",TCH,1,1968,Diving
"Platform, Women",URS,2,1968,Diving
"Platform, Women",USA,3,1968,Diving
"Springboard, Men",USA,1,1968,Diving
"Springboard, Men",ITA,2,1968,Diving
"Springboard, Men",USA,3,1968,Diving
"Springboard, Women",USA,1,1968,Diving
"Springboard, Women",URS,2,1968,Diving
"Springboard, Women",USA,3,1968,Diving
"Individual, Open",URS,1,1968,Equestrian Dressage
"Individual, Open",FRG,2,1968,Equestrian Dressage
"Individual, Open",FRG,3,1968,Equestrian Dressage
"Team, Open",FRG,1,1968,Equestrian Dressage
"Team, Open",URS,2,1968,Equestrian Dressage
"Team, Open",SUI,3,1968,Equestrian Dressage
"Individual, Open",FRA,1,1968,Equestrian Eventing
"Individual, Open",GBR,2,1968,Equestrian Eventing
"Individual, Open",USA,3,1968,Equestrian Eventing
"Team, Open",GBR,1,1968,Equestrian Eventing
"Team, Open",USA,2,1968,Equestrian Eventing
"Team, Open",AUS,3,1968,Equestrian Eventing
"Individual, Open",USA,1,1968,Equestrian Jumping
"Individual, Open",GBR,2,1968,Equestrian Jumping
"Individual, Open",GBR,3,1968,Equestrian Jumping
"Team, Open",CAN,1,1968,Equestrian Jumping
"Team, Open",FRA,2,1968,Equestrian Jumping
"Team, Open",FRG,3,1968,Equestrian Jumping
"Épée, Individual, Men",HUN,1,1968,Fencing
"Épée, Individual, Men",URS,2,1968,Fencing
"Épée, Individual, Men",ITA,3,1968,Fencing
"Épée, Team, Men",HUN,1,1968,Fencing
"Épée, Team, Men",URS,2,1968,Fencing
"Épée, Team, Men",POL,3,1968,Fencing
"Foil, Individual, Men",ROU,1,1968,Fencing
"Foil, Individual, Men",HUN,2,1968,Fencing
"Foil, Individual, Men",FRA,3,1968,Fencing
"Foil, Individual, Women",URS,1,1968,Fencing
"Foil, Individual, Women",MEX,2,1968,Fencing
"Foil, Individual, Women",HUN,3,1968,Fencing
"Foil, Team, Men",FRA,1,1968,Fencing
"Foil, Team, Men",URS,2,1968,Fencing
"Foil, Team, Men",POL,3,1968,Fencing
"Foil, Team, Women",URS,1,1968,Fencing
"Foil, Team, Women",HUN,2,1968,Fencing
"Foil, Team, Women",ROU,3,1968,Fencing
"Sabre, Individual, Men",POL,1,1968,Fencing
"Sabre, Individual, Men",URS,2,1968,Fencing
"Sabre, Individual, Men",HUN,3,1968,Fencing
"Sabre, Team, Men",URS,1,1968,Fencing
"Sabre, Team, Men",ITA,2,1968,Fencing
"Sabre, Team, Men",HUN,3,1968,Fencing
"Football, Men",HUN,1,1968,Football
"Football, Men",BUL,2,1968,Football
"Football, Men",JPN,3,1968,Football
"Hockey, Men",PAK,1,1968,Hockey
"Hockey, Men",AUS,2,1968,Hockey
"Hockey, Men",IND,3,1968,Hockey
"Individual, Men",SWE,1,1968,Modern Pentathlon
"Individual, Men",HUN,2,1968,Modern Pentathlon
"Individual, Men",URS,3,1968,Modern Pentathlon
"Team, Men",HUN,1,1968,Modern Pentathlon
"Team, Men",URS,2,1968,Modern Pentathlon
"Team, Men",FRA,3,1968,Modern Pentathlon
"Coxed Fours, Men",NZL,1,1968,Rowing
"Coxed Fours, Men",GDR,2,1968,Rowing
"Coxed Fours, Men",SUI,3,1968,Rowing
"Coxed Pairs, Men",ITA,1,1968,Rowing
"Coxed Pairs, Men",NED,2,1968,Rowing
"Coxed Pairs, Men",DEN,3,1968,Rowing
"Coxless Fours, Men",GDR,1,1968,Rowing
"Coxless Fours, Men",HUN,2,1968,Rowing
"Coxless Fours, Men",ITA,3,1968,Rowing
"Coxless Pairs, Men",GDR,1,1968,Rowing
"Coxless Pairs, Men",USA,2,1968,Rowing
"Coxless Pairs, Men",DEN,3,1968,Rowing
"Double Sculls, Men",URS,1,1968,Rowing
"Double Sculls, Men",NED,2,1968,Rowing
"Double Sculls, Men",USA,3,1968,Rowing
"Eights, Men",FRG,1,1968,Rowing
"Eights, Men",AUS,2,1968,Rowing
"Eights, Men",URS,3,1968,Rowing
"Single Sculls, Men",NED,1,1968,Rowing
"Single Sculls, Men",FRG,2,1968,Rowing
"Single Sculls, Men",ARG,3,1968,Rowing
"5.5 metres, Open",SWE,1,1968,Sailing
"5.5 metres, Open",SUI,2,1968,Sailing
"5.5 metres, Open",GBR,3,1968,Sailing
"One Person Dinghy, Open",URS,1,1968,Sailing
"One Person Dinghy, Open",AUT,2,1968,Sailing
"One Person Dinghy, Open",ITA,3,1968,Sailing
"Three Person Keelboat, Open",USA,1,1968,Sailing
"Three Person Keelboat, Open",DEN,2,1968,Sailing
"Three Person Keelboat, Open",GDR,3,1968,Sailing
"Two Person Heavyweight Dinghy, Open",GBR,1,1968,Sailing
"Two Person Heavyweight Dinghy, Open",FRG,2,1968,Sailing
"Two Person Heavyweight Dinghy, Open",BRA,3,1968,Sailing
"Two Person Keelboat, Open",USA,1,1968,Sailing
"Two Person Keelboat, Open",NOR,2,1968,Sailing
"Two Person Keelboat, Open",ITA,3,1968,Sailing
"Free Pistol, 50 metres, Open",URS,1,1968,Shooting
"Free Pistol, 50 metres, Open",FRG,2,1968,Shooting
"Free Pistol, 50 metres, Open",GDR,3,1968,Shooting
"Free Rifle, Three Positions, 300 metres, Open",USA,1,1968,Shooting
"Free Rifle, Three Positions, 300 metres, Open",URS,2,1968,Shooting
"Free Rifle, Three Positions, 300 metres, Open",SUI,3,1968,Shooting
"Rapid-Fire Pistol, 25 metres, Open",POL,1,1968,Shooting
"Rapid-Fire Pistol, 25 metres, Open",ROU,2,1968,Shooting
"Rapid-Fire Pistol, 25 metres, Open",URS,3,1968,Shooting
"Skeet, Open",URS,1,1968,Shooting
"Skeet, Open",ITA,2,1968,Shooting
"Skeet, Open",FRG,3,1968,Shooting
"Small-Bore Rifle, Prone, 50 metres, Open",TCH,1,1968,Shooting
"Small-Bore Rifle, Prone, 50 metres, Open",HUN,2,1968,Shooting
"Small-Bore Rifle, Prone, 50 metres, Open",NZL,3,1968,Shooting
"Small-Bore Rifle, Three Positions, 50 metres, Open",FRG,1,1968,Shooting
"Small-Bore Rifle, Three Positions, 50 metres, Open",USA,2,1968,Shooting
"Small-Bore Rifle, Three Positions, 50 metres, Open",URS,3,1968,Shooting
"Trap, Open",GBR,1,1968,Shooting
"Trap, Open",USA,2,1968,Shooting
"Trap, Open",GDR,3,1968,Shooting
"1,500 metres Freestyle, Men",USA,1,1968,Swimming
"1,500 metres Freestyle, Men",USA,2,1968,Swimming
"1,500 metres Freestyle, Men",AUS,3,1968,Swimming
"100 metres Backstroke, Men",GDR,1,1968,Swimming
"100 metres Backstroke, Men",USA,2,1968,Swimming
"100 metres Backstroke, Men",USA,3,1968,Swimming
"100 metres Backstroke, Women",USA,1,1968,Swimming
"100 metres Backstroke, Women",CAN,2,1968,Swimming
"100 metres Backstroke, Women",USA,3,1968,Swimming
"100 metres Breaststroke, Men",USA,1,1968,Swimming
"100 metres Breaststroke, Men",URS,2,1968,Swimming
"100 metres Breaststroke, Men",URS,3,1968,Swimming
"100 metres Breaststroke, Women",YUG,1,1968,Swimming
"100 metres Breaststroke, Women",URS,2,1968,Swimming
"100 metres Breaststroke, Women",USA,3,1968,Swimming
"100 metres Butterfly, Men",USA,1,1968,Swimming
"100 metres Butterfly, Men",USA,2,1968,Swimming
"100 metres Butterfly, Men",USA,3,1968,Swimming
"100 metres Butterfly, Women",AUS,1,1968,Swimming
"100 metres Butterfly, Women",USA,2,1968,Swimming
"100 metres Butterfly, Women",USA,3,1968,Swimming
"100 metres Freestyle, Men",AUS,1,1968,Swimming
"100 metres Freestyle, Men",USA,2,1968,Swimming
"100 metres Freestyle, Men",USA,3,1968,Swimming
"100 metres Freestyle, Women",USA,1,1968,Swimming
"100 metres Freestyle, Women",USA,2,1968,Swimming
"100 metres Freestyle, Women",USA,3,1968,Swimming
"200 metres Backstroke, Men",GDR,1,1968,Swimming
"200 metres Backstroke, Men",USA,2,1968,Swimming
"200 metres Backstroke, Men",USA,3,1968,Swimming
"200 metres Backstroke, Women",USA,1,1968,Swimming
"200 metres Backstroke, Women",CAN,2,1968,Swimming
"200 metres Backstroke, Women",USA,3,1968,Swimming
"200 metres Breaststroke, Men",MEX,1,1968,Swimming
"200 metres Breaststroke, Men",URS,2,1968,Swimming
"200 metres Breaststroke, Men",USA,3,1968,Swimming
"200 metres Breaststroke, Women",USA,1,1968,Swimming
"200 metres Breaststroke, Women",YUG,2,1968,Swimming
"200 metres Breaststroke, Women",URS,3,1968,Swimming
"200 metres Butterfly, Men",USA,1,1968,Swimming
"200 metres Butterfly, Men",GBR,2,1968,Swimming
"200 metres Butterfly, Men",USA,3,1968,Swimming
"200 metres Butterfly, Women",NED,1,1968,Swimming
"200 metres Butterfly, Women",GDR,2,1968,Swimming
"200 metres Butterfly, Women",USA,3,1968,Swimming
"200 metres Freestyle, Men",AUS,1,1968,Swimming
"200 metres Freestyle, Men",USA,2,1968,Swimming
"200 metres Freestyle, Men",USA,3,1968,Swimming
"200 metres Freestyle, Women",USA,1,1968,Swimming
"200 metres Freestyle, Women",USA,2,1968,Swimming
"200 metres Freestyle, Women",USA,3,1968,Swimming
"200 metres Individual Medley, Men",USA,1,1968,Swimming
"200 metres Individual Medley, Men",USA,2,1968,Swimming
"200 metres Individual Medley, Men",USA,3,1968,Swimming
"200 metres Individual Medley, Women",USA,1,1968,Swimming
"200 metres Individual Medley, Women",USA,2,1968,Swimming
"200 metres Individual Medley, Women",USA,3,1968,Swimming
"4 x 100 metres Relay, Women",USA,1,1988,Athletics
"4 x 100 metres Relay, Women",GDR,2,1988,Athletics
"4 x 100 metres Relay, Women",URS,3,1988,Athletics
"4 x 100 metres Relay, Women",USA,1,1992,Athletics
"4 x 100 metres Relay, Women",EUN,2,1992,Athletics
"4 x 100 metres Relay, Women",NGR,3,1992,Athletics
"4 x 100 metres Relay, Women",USA,1,1996,Athletics
"4 x 100 metres Relay, Women",BAH,2,1996,Athletics
"4 x 100 metres Relay, Women",JAM,3,1996,Athletics
"4 x 100 metres Relay, Women",JAM,1,2004,Athletics
"4 x 100 metres Relay, Women",RUS,2,2004,Athletics
"4 x 100 metres Relay, Women",FRA,3,2004,Athletics
"4 x 100 metres Relay, Women ",BAH ,1,2000,Athletics
"4 x 100 metres Relay, Women ",JAM ,2,2000,Athletics
"4 x 100 metres Relay, Women ",USA,3,2000,Athletics
"400 metres Freestyle, Men",USA,1,1968,Swimming
"400 metres Freestyle, Men",CAN,2,1968,Swimming
"400 metres Freestyle, Men",FRA,3,1968,Swimming
"400 metres Freestyle, Women",USA,1,1968,Swimming
"400 metres Freestyle, Women",USA,2,1968,Swimming
"400 metres Freestyle, Women",AUS,3,1968,Swimming
"400 metres Individual Medley, Men",USA,1,1968,Swimming
"400 metres Individual Medley, Men",USA,2,1968,Swimming
"400 metres Individual Medley, Men",FRG,3,1968,Swimming
"400 metres Individual Medley, Women",USA,1,1968,Swimming
"400 metres Individual Medley, Women",USA,2,1968,Swimming
"400 metres Individual Medley, Women",GDR,3,1968,Swimming
"800 metres Freestyle, Women",USA,1,1968,Swimming
"800 metres Freestyle, Women",USA,2,1968,Swimming
"800 metres Freestyle, Women",MEX,3,1968,Swimming
"Volleyball, Men",URS,1,1968,Volleyball
"Volleyball, Men",JPN,2,1968,Volleyball
"Volleyball, Men",TCH,3,1968,Volleyball
"Volleyball, Women",URS,1,1968,Volleyball
"Volleyball, Women",JPN,2,1968,Volleyball
"Volleyball, Women",POL,3,1968,Volleyball
"Water Polo, Men",YUG,1,1968,Water Polo
"Water Polo, Men",URS,2,1968,Water Polo
