Event,Name,NOC,Pos.,Year,Discipline
"Rapid-Fire Pistol, 25 metres, Men",Pentti Linnosvuo,FIN,1,1964,Shooting
"Rapid-Fire Pistol, 25 metres, Men",Ion TripÈa,ROU,2,1964,Shooting
"Rapid-Fire Pistol, 25 metres, Men",LubomÃ­r NÃ¡covskÃ½,TCH,3,1964,Shooting
"Small-Bore Rifle, Prone, 50 metres, Men",LÃ¡szlÃ³ Hammerl,HUN,1,1964,Shooting
"Small-Bore Rifle, Prone, 50 metres, Men",Lones Wigger,USA,2,1964,Shooting
"Small-Bore Rifle, Prone, 50 metres, Men",Tommy Pool,USA,3,1964,Shooting
"Small-Bore Rifle, Three Positions, 50 metres, Men",Lones Wigger,USA,1,1964,Shooting
"Small-Bore Rifle, Three Positions, 50 metres, Men",Velichko Velichkov,BUL,2,1964,Shooting
"Small-Bore Rifle, Three Positions, 50 metres, Men",LÃ¡szlÃ³ Hammerl,HUN,3,1964,Shooting
"Trap, Men",Ennio Mattarelli,ITA,1,1964,Shooting
"Trap, Men",PÄvels SeniÄevs,URS,2,1964,Shooting
"Trap, Men",Bill Morris,USA,3,1964,Shooting
"1,500 metres Freestyle, Men",Bob Windle,AUS,1,1964,Swimming
"1,500 metres Freestyle, Men",John Nelson,USA,2,1964,Swimming
"1,500 metres Freestyle, Men",Allan Wood,AUS,3,1964,Swimming
"100 metres Backstroke, Women",Cathy Ferguson,USA,1,1964,Swimming
"100 metres Backstroke, Women",Kiki Caron,FRA,2,1964,Swimming
"100 metres Backstroke, Women",Ginny Duenkel,USA,3,1964,Swimming
"100 metres Butterfly, Women",Sharon Stouder,USA,1,1964,Swimming
"100 metres Butterfly, Women",Ada Kok,NED,2,1964,Swimming
"100 metres Butterfly, Women",Kathy Ellis,USA,3,1964,Swimming
"100 metres Freestyle, Men",Don Schollander,USA,1,1964,Swimming
"100 metres Freestyle, Men",Bobby McGregor,GBR,2,1964,Swimming
"100 metres Freestyle, Men",Hans-Joachim Klein,GER,3,1964,Swimming
"100 metres Freestyle, Women",Dawn Fraser,AUS,1,1964,Swimming
"100 metres Freestyle, Women",Sharon Stouder,USA,2,1964,Swimming
"100 metres Freestyle, Women",Kathy Ellis,USA,3,1964,Swimming
"200 metres Backstroke, Men",Jed Graef,USA,1,1964,Swimming
"200 metres Backstroke, Men",Gary Dilley,USA,2,1964,Swimming
"200 metres Backstroke, Men",Bob Bennett,USA,3,1964,Swimming
"200 metres Breaststroke, Men",Ian O'Brien,AUS,1,1964,Swimming
"200 metres Breaststroke, Men",Georgy Prokopenko,URS,2,1964,Swimming
"200 metres Breaststroke, Men",Chet Jastremski,USA,3,1964,Swimming
"200 metres Breaststroke, Women",Galina Prozumenshchikova,URS,1,1964,Swimming
"200 metres Breaststroke, Women",Claudia Kolb,USA,2,1964,Swimming
"200 metres Breaststroke, Women",Svetlana Babanina,URS,3,1964,Swimming
"200 metres Butterfly, Men",Kevin Berry,AUS,1,1964,Swimming
"200 metres Butterfly, Men",Carl Robie,USA,2,1964,Swimming
"200 metres Butterfly, Men",Fred Schmidt,USA,3,1964,Swimming
"4 Ã 100 metres Freestyle Relay, Men",United States,USA,1,1964,Swimming
"4 Ã 100 metres Freestyle Relay, Men",Unified Team of Germany,GER,2,1964,Swimming
"4 Ã 100 metres Freestyle Relay, Men",Australia,AUS,3,1964,Swimming
"4 Ã 100 metres Freestyle Relay, Women",United States,USA,1,1964,Swimming
"4 Ã 100 metres Freestyle Relay, Women",Australia,AUS,2,1964,Swimming
"4 Ã 100 metres Freestyle Relay, Women",Netherlands,NED,3,1964,Swimming
"4 Ã 100 metres Medley Relay, Men",United States,USA,1,1964,Swimming
"4 Ã 100 metres Medley Relay, Men",Unified Team of Germany,GER,2,1964,Swimming
"4 Ã 100 metres Medley Relay, Men",Australia,AUS,3,1964,Swimming
"4 Ã 100 metres Medley Relay, Women",United States,USA,1,1964,Swimming
"4 Ã 100 metres Medley Relay, Women",Netherlands,NED,2,1964,Swimming
"4 Ã 100 metres Medley Relay, Women",Soviet Union,URS,3,1964,Swimming
"4 Ã 200 metres Freestyle Relay, Men",United States,USA,1,1964,Swimming
"4 Ã 200 metres Freestyle Relay, Men",Unified Team of Germany,GER,2,1964,Swimming
"4 Ã 200 metres Freestyle Relay, Men",Japan,JPN,3,1964,Swimming
"400 metres Freestyle, Men",Don Schollander,USA,1,1964,Swimming
"400 metres Freestyle, Men",Frank Wiegand,GER,2,1964,Swimming
"400 metres Freestyle, Men",Allan Wood,AUS,3,1964,Swimming
"400 metres Freestyle, Women",Ginny Duenkel,USA,1,1964,Swimming
"400 metres Freestyle, Women",Marilyn Ramenofsky,USA,2,1964,Swimming
"400 metres Freestyle, Women",Terri Lee Stickles,USA,3,1964,Swimming
"400 metres Individual Medley, Men",Dick Roth,USA,1,1964,Swimming
"400 metres Individual Medley, Men",Roy Saari,USA,2,1964,Swimming
"400 metres Individual Medley, Men",Gerhard Hetz,GER,3,1964,Swimming
"400 metres Individual Medley, Women",Donna de Varona,USA,1,1964,Swimming
"400 metres Individual Medley, Women",Sharon Finneran,USA,2,1964,Swimming
"400 metres Individual Medley, Women",Martha Randall,USA,3,1964,Swimming
"Volleyball, Men",Soviet Union,URS,1,1964,Volleyball
"Volleyball, Men",Czechoslovakia,TCH,2,1964,Volleyball
"Volleyball, Men",Japan,JPN,3,1964,Volleyball
"Volleyball, Women",Japan,JPN,1,1964,Volleyball
"Volleyball, Women",Soviet Union,URS,2,1964,Volleyball
"Volleyball, Women",Poland,POL,3,1964,Volleyball
"Water Polo, Men",Hungary,HUN,1,1964,Water Polo
"Water Polo, Men",Yugoslavia,YUG,2,1964,Water Polo
"Water Polo, Men",Soviet Union,URS,3,1964,Water Polo
"Bantamweight, Men",Aleksey Vakhonin,URS,1,1964,Weightlifting
"Bantamweight, Men",Imre FÃ¶ldi,HUN,2,1964,Weightlifting
"Bantamweight, Men",Shiro Ichinoseki,JPN,3,1964,Weightlifting
"Featherweight, Men",Yoshinobu Miyake,JPN,1,1964,Weightlifting
"Featherweight, Men",Ike Berger,USA,2,1964,Weightlifting
"Featherweight, Men",MieczysÅaw Nowak,POL,3,1964,Weightlifting
"Heavyweight, Men",Leonid Zhabotinsky,URS,1,1964,Weightlifting
"Heavyweight, Men",Yury Vlasov,URS,2,1964,Weightlifting
"Heavyweight, Men",Norb Schemansky,USA,3,1964,Weightlifting
"Light-Heavyweight, Men",Rudolf Plyukfelder,URS,1,1964,Weightlifting
"Light-Heavyweight, Men",GÃ©za TÃ³th,HUN,2,1964,Weightlifting
"Light-Heavyweight, Men",GyÅzÅ Veres,HUN,3,1964,Weightlifting
"Lightweight, Men",Waldemar Baszanowski,POL,1,1964,Weightlifting
"Lightweight, Men",Vladimir Kaplunov,URS,2,1964,Weightlifting
"Lightweight, Men",Marian ZieliÅski,POL,3,1964,Weightlifting
"Middle-Heavyweight, Men",Vladimir Golovanov,URS,1,1964,Weightlifting
"Middle-Heavyweight, Men",Louis Martin,GBR,2,1964,Weightlifting
"Middle-Heavyweight, Men",Ireneusz PaliÅski,POL,3,1964,Weightlifting
"Middleweight, Men",Hans ZdraÅ¾ila,TCH,1,1964,Weightlifting
"Middleweight, Men",Viktor Kurentsov,URS,2,1964,Weightlifting
"Middleweight, Men",Masashi Ohuchi,JPN,3,1964,Weightlifting
"Bantamweight, Freestyle, Men",Yojiro Uetake,JPN,1,1964,Wrestling
"Bantamweight, Freestyle, Men",HÃ¼seyin AkbaÅ,TUR,2,1964,Wrestling
"Bantamweight, Freestyle, Men",AydÄ±n Ä°brahimov,URS,3,1964,Wrestling
"Bantamweight, Greco-Roman, Men",Masamitsu Ichiguchi,JPN,1,1964,Wrestling
"Bantamweight, Greco-Roman, Men",Vladlen Trostyansky,URS,2,1964,Wrestling
"Bantamweight, Greco-Roman, Men",Ion Cernea,ROU,3,1964,Wrestling
"Featherweight, Freestyle, Men",Osamu Watanabe,JPN,1,1964,Wrestling
"Featherweight, Freestyle, Men",Stancho Ivanov,BUL,2,1964,Wrestling
"Featherweight, Freestyle, Men",Nodar Khokhashvili,URS,3,1964,Wrestling
"Featherweight, Greco-Roman, Men",Imre PolyÃ¡k,HUN,1,1964,Wrestling
"Featherweight, Greco-Roman, Men",Roman Rurua,URS,2,1964,Wrestling
"Featherweight, Greco-Roman, Men",Branko MartinoviÄ,YUG,3,1964,Wrestling
"Flyweight, Freestyle, Men",Yoshikatsu Yoshida,JPN,1,1964,Wrestling
"Flyweight, Freestyle, Men",Jang Chang-Seon,KOR,2,1964,Wrestling
"Flyweight, Freestyle, Men",Sayed Ali Akbar Haydari,IRI,3,1964,Wrestling
"Flyweight, Greco-Roman, Men",Tsutomu Hanahara,JPN,1,1964,Wrestling
"Flyweight, Greco-Roman, Men",Angel Kerezov,BUL,2,1964,Wrestling
"Flyweight, Greco-Roman, Men",Dumitru PÃ®rvulescu,ROU,3,1964,Wrestling
"Heavyweight, Freestyle, Men",Aleksandr Ivanitsky,URS,1,1964,Wrestling
"Heavyweight, Freestyle, Men",Lyutvi Akhmedov,BUL,2,1964,Wrestling
"Heavyweight, Freestyle, Men",Hamit Kaplan,TUR,3,1964,Wrestling
"Heavyweight, Greco-Roman, Men",IstvÃ¡n Kozma,HUN,1,1964,Wrestling
"Heavyweight, Greco-Roman, Men",Anatoly Roshchin,URS,2,1964,Wrestling
"Heavyweight, Greco-Roman, Men",Wilfried Dietrich,GER,3,1964,Wrestling
"Light-Heavyweight, Freestyle, Men",Aliaksandr Miadved,URS,1,1964,Wrestling
"Light-Heavyweight, Freestyle, Men",Ahmet AyÄ±k,TUR,2,1964,Wrestling
"Light-Heavyweight, Freestyle, Men",Said Mustafov,BUL,3,1964,Wrestling
"Light-Heavyweight, Greco-Roman, Men",Boyan Radev,BUL,1,1964,Wrestling
"Light-Heavyweight, Greco-Roman, Men",Per Svensson,SWE,2,1964,Wrestling
"Light-Heavyweight, Greco-Roman, Men",Heinz Kiehl,GER,3,1964,Wrestling
"Lightweight, Freestyle, Men",Enyu Valchev,BUL,1,1964,Wrestling
"Lightweight, Freestyle, Men",Klaus Rost,GER,2,1964,Wrestling
"Lightweight, Freestyle, Men",Iwao Horiuchi,JPN,3,1964,Wrestling
"Lightweight, Greco-Roman, Men",KazÄ±m Ayvaz,TUR,1,1964,Wrestling
"Lightweight, Greco-Roman, Men",Valeriu BularcÄ,ROU,2,1964,Wrestling
"Lightweight, Greco-Roman, Men",Davit Gvantseladze,URS,3,1964,Wrestling
"Middleweight, Freestyle, Men",Prodan Gardzhev,BUL,1,1964,Wrestling
"Middleweight, Freestyle, Men",Hasan GÃ¼ngÃ¶r,TUR,2,1964,Wrestling
"Middleweight, Freestyle, Men",Dan Brand,USA,3,1964,Wrestling
"Middleweight, Greco-Roman, Men",Branislav SimiÄ,YUG,1,1964,Wrestling
"Middleweight, Greco-Roman, Men",JiÅÃ­ KormanÃ­k,TCH,2,1964,Wrestling
"Middleweight, Greco-Roman, Men",Lothar Metz,GER,3,1964,Wrestling
"Welterweight, Freestyle, Men",Ä°smail OÄan,TUR,1,1964,Wrestling
"Welterweight, Freestyle, Men",Guram Sagharadze,URS,2,1964,Wrestling
"Welterweight, Freestyle, Men",Mohammad Ali Sanatkaran,IRI,3,1964,Wrestling
"Welterweight, Greco-Roman, Men",Anatoly Kolesov,URS,1,1964,Wrestling
"Welterweight, Greco-Roman, Men",Kiril Petkov,BUL,2,1964,Wrestling
"Welterweight, Greco-Roman, Men",Bertil NystrÃ¶m,SWE,3,1964,Wrestling
"Balance Beam, Women",Nataliya Kuchinskaya,URS,1,1968,Artistic Athletics
"Balance Beam, Women",V?ra ?�slavsk�,TCH,2,1968,Artistic Athletics
"Balance Beam, Women",Larisa Petrik,URS,3,1968,Artistic Athletics
"Floor Exercise, Men",Sawao Kato,JPN,1,1968,Artistic Athletics
"Floor Exercise, Men",Akinori Nakayama,JPN,2,1968,Artistic Athletics
"Floor Exercise, Men",Takeshi Kato,JPN,3,1968,Artistic Athletics
"Floor Exercise, Women",Larisa Petrik,URS,1,1968,Artistic Athletics
"Floor Exercise, Women",V?ra ?�slavsk�,TCH,1,1968,Artistic Athletics
"Floor Exercise, Women",,,2,1968,Artistic Athletics
"Floor Exercise, Women",0,0,2,1968,Artistic Athletics
"Floor Exercise, Women",Nataliya Kuchinskaya,URS,3,1968,Artistic Athletics
"Floor Exercise, Women",,,3,1968,Artistic Athletics
"Horizontal Bar, Men",Mikhail Voronin,URS,1,1968,Artistic Athletics
"Horizontal Bar, Men",Akinori Nakayama,JPN,1,1968,Artistic Athletics
"Horizontal Bar, Men",,,2,1968,Artistic Athletics
"Horizontal Bar, Men",0,0,2,1968,Artistic Athletics
"Horizontal Bar, Men",Eizo Kenmotsu,JPN,3,1968,Artistic Athletics
"Horizontal Bar, Men",,,3,1968,Artistic Athletics
"Horse Vault, Men",Mikhail Voronin,URS,1,1968,Artistic Athletics
"Horse Vault, Men",Yukio Endo,JPN,2,1968,Artistic Athletics
"Horse Vault, Men",Sergey Diomidov,URS,3,1968,Artistic Athletics
"Horse Vault, Women",V?ra ?�slavsk�,TCH,1,1968,Artistic Athletics
"Horse Vault, Women",Erika Zuchold,GDR,2,1968,Artistic Athletics
"Horse Vault, Women",Zinaida Voronina,URS,3,1968,Artistic Athletics
"Individual All-Around, Men",Sawao Kato,JPN,1,1968,Artistic Athletics
"Individual All-Around, Men",Mikhail Voronin,URS,2,1968,Artistic Athletics
"Individual All-Around, Men",Akinori Nakayama,JPN,3,1968,Artistic Athletics
"Individual All-Around, Women",V?ra ?�slavsk�,TCH,1,1968,Artistic Athletics
"Individual All-Around, Women",Zinaida Voronina,URS,2,1968,Artistic Athletics
"Individual All-Around, Women",Nataliya Kuchinskaya,URS,3,1968,Artistic Athletics
"Parallel Bars, Men",Akinori Nakayama,JPN,1,1968,Artistic Athletics
"Parallel Bars, Men",Mikhail Voronin,URS,2,1968,Artistic Athletics
"Parallel Bars, Men",Viktor Klimenko,URS,3,1968,Artistic Athletics
"Pommelled Horse, Men",Miroslav Cerar,YUG,1,1968,Artistic Athletics
"Pommelled Horse, Men",Olli Laiho,FIN,2,1968,Artistic Athletics
"Pommelled Horse, Men",Mikhail Voronin,URS,3,1968,Artistic Athletics
"Rings, Men",Akinori Nakayama,JPN,1,1968,Artistic Athletics
"Rings, Men",Mikhail Voronin,URS,2,1968,Artistic Athletics
"Rings, Men",Sawao Kato,JPN,3,1968,Artistic Athletics
"Team All-Around, Men",Japan,JPN,1,1968,Artistic Athletics
"Team All-Around, Men",Soviet Union,URS,2,1968,Artistic Athletics
"Team All-Around, Men",East Germany,GDR,3,1968,Artistic Athletics
"Team All-Around, Women",Soviet Union,URS,1,1968,Artistic Athletics
"Team All-Around, Women",Czechoslovakia,TCH,2,1968,Artistic Athletics
"Team All-Around, Women",East Germany,GDR,3,1968,Artistic Athletics
"Uneven Bars, Women",V?ra ?�slavsk�,TCH,1,1968,Artistic Athletics
"Uneven Bars, Women",Karin Janz,GDR,2,1968,Artistic Athletics
"Uneven Bars, Women",Zinaida Voronina,URS,3,1968,Artistic Athletics
"1,500 metres, Men",Kip Keino,KEN,1,1968,Athletics
"1,500 metres, Men",Jim Ryun,USA,2,1968,Athletics
"1,500 metres, Men",Bodo TÃ¼mmler,FRG,3,1968,Athletics
"10,000 metres, Men",Naftali Temu,KEN,1,1968,Athletics
"10,000 metres, Men",Mamo Wolde,ETH,2,1968,Athletics
"10,000 metres, Men",Mohamad Gammoudi,TUN,3,1968,Athletics
"100 metres, Men",Jim Hines,USA,1,1968,Athletics
"100 metres, Men",Lennox Miller,JAM,2,1968,Athletics
"100 metres, Men",Charlie Greene,USA,3,1968,Athletics
"100 metres, Women",Wyomia Tyus,USA,1,1968,Athletics
"100 metres, Women",Barbara Ferrell,USA,2,1968,Athletics
"100 metres, Women",Irena SzewiÅska,POL,3,1968,Athletics
"110 metres Hurdles, Men",Willie Davenport,USA,1,1968,Athletics
"110 metres Hurdles, Men",Erv Hall,USA,2,1968,Athletics
"110 metres Hurdles, Men",Eddy Ottoz,ITA,3,1968,Athletics
"20 kilometres Walk, Men",Vladimir Golubnichy,URS,1,1968,Athletics
"20 kilometres Walk, Men",JosÃ© Pedraza,MEX,2,1968,Athletics
"20 kilometres Walk, Men",Nikolay Smaga,URS,3,1968,Athletics
"200 metres, Men",Tommie Smith,USA,1,1968,Athletics
"200 metres, Men",Peter Norman,AUS,2,1968,Athletics
"200 metres, Men",John Carlos,USA,3,1968,Athletics
"200 metres, Women",Irena SzewiÅska,POL,1,1968,Athletics
"200 metres, Women",Raelene Boyle,AUS,2,1968,Athletics
"200 metres, Women",Jennifer Lamy,AUS,3,1968,Athletics
"3,000 metres Steeplechase, Men",Amos Biwott,KEN,1,1968,Athletics
"3,000 metres Steeplechase, Men",Benjamin Kogo,KEN,2,1968,Athletics
"3,000 metres Steeplechase, Men",George Young,USA,3,1968,Athletics
"4 Ã 100 metres Relay, Men",United States,USA,1,1968,Athletics
"4 Ã 100 metres Relay, Men",Cuba,CUB,2,1968,Athletics
"4 Ã 100 metres Relay, Men",France,FRA,3,1968,Athletics
"4 Ã 100 metres Relay, Women",United States,USA,1,1968,Athletics
"4 Ã 100 metres Relay, Women",Cuba,CUB,2,1968,Athletics
"4 Ã 100 metres Relay, Women",Soviet Union,URS,3,1968,Athletics
"4 Ã 400 metres Relay, Men",United States,USA,1,1968,Athletics
"4 Ã 400 metres Relay, Men",Kenya,KEN,2,1968,Athletics
"4 Ã 400 metres Relay, Men",West Germany,FRG,3,1968,Athletics
"400 metres Hurdles, Men",Dave Hemery,GBR,1,1968,Athletics
"400 metres Hurdles, Men",Gerhard Hennige,FRG,2,1968,Athletics
"400 metres Hurdles, Men",John Sherwood,GBR,3,1968,Athletics
"400 metres, Men",Lee Evans,USA,1,1968,Athletics
"400 metres, Men",Larry James,USA,2,1968,Athletics
"400 metres, Men",Ron Freeman,USA,3,1968,Athletics
"400 metres, Women",Colette Besson,FRA,1,1968,Athletics
"400 metres, Women",Lillian Board,GBR,2,1968,Athletics
"400 metres, Women",Nataliya Pechenkina,URS,3,1968,Athletics
"5,000 metres, Men",Mohamad Gammoudi,TUN,1,1968,Athletics
"5,000 metres, Men",Kip Keino,KEN,2,1968,Athletics
"5,000 metres, Men",Naftali Temu,KEN,3,1968,Athletics
"50 kilometres Walk, Men",Christoph HÃ¶hne,GDR,1,1968,Athletics
"50 kilometres Walk, Men",Antal Kiss,HUN,2,1968,Athletics
"50 kilometres Walk, Men",Larry Young,USA,3,1968,Athletics
"80 metres Hurdles, Women",Maureen Caird,AUS,1,1968,Athletics
"80 metres Hurdles, Women",Pam Kilborn,AUS,2,1968,Athletics
"80 metres Hurdles, Women",Chi Cheng,TPE,3,1968,Athletics
"800 metres, Men",Ralph Doubell,AUS,1,1968,Athletics
"800 metres, Men",Wilson Kiprugut,KEN,2,1968,Athletics
"800 metres, Men",Tom Farrell,USA,3,1968,Athletics
"800 metres, Women",Madeline Manning,USA,1,1968,Athletics
"800 metres, Women",Ileana Silai,ROU,2,1968,Athletics
"800 metres, Women",Mia Gommers,NED,3,1968,Athletics
"Decathlon, Men",Bill Toomey,USA,1,1968,Athletics
"Decathlon, Men",Hans-Joachim Walde,FRG,2,1968,Athletics
"Decathlon, Men",Kurt Bendlin,FRG,3,1968,Athletics
"Discus Throw, Men",Al Oerter,USA,1,1968,Athletics
"Discus Throw, Men",Lothar Milde,GDR,2,1968,Athletics
"Discus Throw, Men",LudvÃ­k DanÄk,TCH,3,1968,Athletics
"Discus Throw, Women",Lia Manoliu,ROU,1,1968,Athletics
"Discus Throw, Women",Liesel Westermann,FRG,2,1968,Athletics
"Discus Throw, Women",JolÃ¡n Kleiber-Kontsek,HUN,3,1968,Athletics
"Hammer Throw, Men",Gyula ZsivÃ³tzky,HUN,1,1968,Athletics
"Hammer Throw, Men",Romuald Klim,URS,2,1968,Athletics
"Hammer Throw, Men",LÃ¡zÃ¡r LovÃ¡sz,HUN,3,1968,Athletics
"High Jump, Men",Dick Fosbury,USA,1,1968,Athletics
"High Jump, Men",Ed Caruthers,USA,2,1968,Athletics
"High Jump, Men",Valentin Gavrilov,URS,3,1968,Athletics
"High Jump, Women",Miloslava RezkovÃ¡,TCH,1,1968,Athletics
"High Jump, Women",Antonina Okorokova,URS,2,1968,Athletics
"High Jump, Women",Valentina Kozyr,URS,3,1968,Athletics
"Javelin Throw, Men",JÄnis LÅ«sis,URS,1,1968,Athletics
"Javelin Throw, Men",Jorma Kinnunen,FIN,2,1968,Athletics
"Javelin Throw, Men",Gergely KulcsÃ¡r,HUN,3,1968,Athletics
"Javelin Throw, Women",AngÃ©la NÃ©meth,HUN,1,1968,Athletics
"Javelin Throw, Women",Mihaela PeneÈ,ROU,2,1968,Athletics
"Javelin Throw, Women",Eva Janko,AUT,3,1968,Athletics
"Long Jump, Men",Bob Beamon,USA,1,1968,Athletics
"Long Jump, Men",Klaus Beer,GDR,2,1968,Athletics
"Long Jump, Men",Ralph Boston,USA,3,1968,Athletics
"Long Jump, Women",Viorica Viscopoleanu,ROU,1,1968,Athletics
"Long Jump, Women",Sheila Sherwood,GBR,2,1968,Athletics
"Long Jump, Women",Tatyana Talysheva,URS,3,1968,Athletics
"Marathon, Men",Mamo Wolde,ETH,1,1968,Athletics
"Marathon, Men",Kenji Kimihara,JPN,2,1968,Athletics
"Marathon, Men",Mike Ryan,NZL,3,1968,Athletics
"Pentathlon, Women",Ingrid Becker,FRG,1,1968,Athletics
"Pentathlon, Women",Liese Prokop,AUT,2,1968,Athletics
"Pentathlon, Women",AnnamÃ¡ria KovÃ¡cs-TÃ³th,HUN,3,1968,Athletics
"Pole Vault, Men",Bob Seagren,USA,1,1968,Athletics
"Pole Vault, Men",Claus Schiprowski,FRG,2,1968,Athletics
"Pole Vault, Men",Wolfgang Nordwig,GDR,3,1968,Athletics
"Shot Put, Men",Randy Matson,USA,1,1968,Athletics
"Shot Put, Men",George Woods,USA,2,1968,Athletics
"Shot Put, Men",Eduard Gushchin,URS,3,1968,Athletics
"Shot Put, Women",Margitta Gummel,GDR,1,1968,Athletics
"Shot Put, Women",Marita Lange,GDR,2,1968,Athletics
"Shot Put, Women",Nadezhda Chizhova,URS,3,1968,Athletics
"Triple Jump, Men",Viktor Saneyev,URS,1,1968,Athletics
"Triple Jump, Men",NÃ©lson PrudÃªncio,BRA,2,1968,Athletics
"Triple Jump, Men",Giuseppe Gentile,ITA,3,1968,Athletics
"Basketball, Men",United States,USA,1,1968,Basketball
"Basketball, Men",Yugoslavia,YUG,2,1968,Basketball
"Basketball, Men",Soviet Union,URS,3,1968,Basketball
"Bantamweight, Men",Valerian Sokolov,URS,1,1968,Boxing
"Bantamweight, Men",,,1,1968,Boxing
"Bantamweight, Men",Eridadi Mukwanga,UGA,2,1968,Boxing
"Bantamweight, Men",,,2,1968,Boxing
"Bantamweight, Men",Eiji Morioka,JPN,3,1968,Boxing
"Bantamweight, Men",Jang Sun-Gil,KOR,3,1968,Boxing
"Featherweight, Men",Antonio Rold�n,MEX,1,1968,Boxing
"Featherweight, Men",,,1,1968,Boxing
"Featherweight, Men",Al Robinson,USA,2,1968,Boxing
"Featherweight, Men",,,2,1968,Boxing
"Featherweight, Men",Philip Waruinge,KEN,3,1968,Boxing
"Featherweight, Men",Ivan Mikhaylov,BUL,3,1968,Boxing
"Flyweight, Men",Ricardo Delgado,MEX,1,1968,Boxing
"Flyweight, Men",,,1,1968,Boxing
"Flyweight, Men",Artur Olech,POL,2,1968,Boxing
"Flyweight, Men",,,2,1968,Boxing
"Flyweight, Men",Servilio de Oliveira,BRA,3,1968,Boxing
"Flyweight, Men",Leo Rwabwogo,UGA,3,1968,Boxing
"Heavyweight, Men",George Foreman,USA,1,1968,Boxing
"Heavyweight, Men",,,1,1968,Boxing
"Heavyweight, Men",Jonas ?epulis,URS,2,1968,Boxing
"Heavyweight, Men",,,2,1968,Boxing
"Heavyweight, Men",Giorgio Bambini,ITA,3,1968,Boxing
"Heavyweight, Men",Joaqu�n Rocha,MEX,3,1968,Boxing
"Light-Flyweight, Men",Francisco Rodr�guez,VEN,1,1968,Boxing
"Light-Flyweight, Men",,,1,1968,Boxing
"Light-Flyweight, Men",Ji Yong-Ju,KOR,2,1968,Boxing
"Light-Flyweight, Men",,,2,1968,Boxing
"Light-Flyweight, Men",Harlan Marbley,USA,3,1968,Boxing
"Light-Flyweight, Men",Hubert Skrzypczak,POL,3,1968,Boxing
"Light-Heavyweight, Men",Danas Pozniakas,URS,1,1968,Boxing
"Light-Heavyweight, Men",,,1,1968,Boxing
"Light-Heavyweight, Men",Ion Monea,ROU,2,1968,Boxing
"Light-Heavyweight, Men",,,2,1968,Boxing
"Light-Heavyweight, Men",Georgi Stankov,BUL,3,1968,Boxing
"Light-Heavyweight, Men",Stanis?aw Dragan,POL,3,1968,Boxing
"Light-Middleweight, Men",Boris Lagutin,URS,1,1968,Boxing
"Light-Middleweight, Men",,,1,1968,Boxing
"Light-Middleweight, Men",Rolando Garbey,CUB,2,1968,Boxing
"Light-Middleweight, Men",,,2,1968,Boxing
"Light-Middleweight, Men",Johnny Baldwin,USA,3,1968,Boxing
"Light-Middleweight, Men",G�nther Meier,FRG,3,1968,Boxing
"Lightweight, Men",Ronnie Harris,USA,1,1968,Boxing
