Country_x,Country Code,Gold,Silver,Bronze,Total,Year,Host_City,Host_Country,GDP,Country_y,Latitude Hemisphere,Longitude Hemisphere,Distance From Tokyo 1964,Distance From Mexico City 1968,Distance From Munich 1972,Distance From Montreal 1976,Distance From Moscow 1980,Distance From Los Angeles 1984,Distance From Seoul 1988,Distance From Barcelona 1992,Distance From Atlanta 1996,Distance From Sydney 2000,Distance From Athens 2004,Distance From Beijing 2008,Distance From London 2012,Distance From Rio de Janeiro 2016,Distance From Tokyo 2020
Kenya,KEN,5,2,2,9,1988,Seoul,KOR,8355380879,Kenya,South,East,6180.346418,7534.91925,3663.960524,6913.67838,3907.068774,8790.313582,5586.393433,3483.27501,7025.59752,6658.214324,2766.641737,5180.772477,4137.111253,4600.32871,6180.346418
Iran,IRN,0,1,0,1,1988,Seoul,KOR,1.23058E+11,Iran,North,East,4823.938424,8287.941294,2339.062511,6961.793767,1576.846874,9257.380845,4107.946907,2713.733005,7409.591644,7254.599739,1527.219054,3554.869761,3011.220363,6543.354447,4823.938424
Suriname,SUR,1,0,0,1,1988,Seoul,KOR,1161000000,Suriname,North,West,10835.34057,2581.688953,4680.9407,2977.711931,6112.175462,3970.588513,10155.38803,3988.780861,2521.333962,11587.45361,4826.843405,9643.554852,4364.339637,2065.679109,10835.34057
Romania,ROU,4,6,8,18,1992,Barcelona,ESP,25121666667,Romania,North,East,6228.097396,7051.390932,836.5549451,5551.830735,986.0993251,7912.450468,5502.835655,1321.603461,6076.26716,8702.45026,483.5920645,4930.228611,1509.274895,5982.617879,6228.097396
South Korea,KOR,12,5,12,29,1992,Barcelona,ESP,3.55525E+11,South Korea,North,East,726.745582,12380.98084,6318.972954,11047.48495,5025.941222,13364.69711,0,6794.252899,11517.21381,5093.35796,5626.014846,583.2324219,6977.307506,10153.1711,726.745582
Mexico,MEX,0,1,0,1,1992,Barcelona,ESP,3.63158E+11,Mexico,North,West,13085.252,0,6364.498871,2223.440536,7858.834811,1463.565709,12380.98084,5737.41412,1285.687064,14148.98813,6810.891865,11838.94405,5845.682904,4215.212132,13085.252
South Africa,ZAF,0,2,0,2,1992,Barcelona,ESP,1.34545E+11,South Africa,South,East,7407.288549,7598.50293,5156.713371,7484.112658,5604.115564,8983.854273,6899.294383,4824.036858,7376.785794,6745.83847,4355.817524,6575.494888,5517.89968,3896.346639,7407.288549
Estonia,EST,1,0,1,2,1992,Barcelona,ESP,0,Estonia,North,East,6494.667894,7290.647702,1039.512225,5544.152061,749.304823,7983.700543,5771.79885,1731.29871,6198.651988,9441.214208,1494.198241,5188.569733,1444.977146,6764.458204,6494.667894
Germany,DEU,33,21,28,82,1992,Barcelona,ESP,2.13157E+12,Germany,North,East,6996.068785,6545.682423,301.1745652,4872.216869,1333.68983,7288.952903,6269.358107,965.7531077,5482.642461,9596.458151,1158.608736,5689.498045,729.0707867,6034.938596,6996.068785
Greece,GRC,2,0,0,2,1992,Barcelona,ESP,1.16225E+11,Greece,North,East,6345.328465,6810.891865,975.5308696,5434.583731,1447.592636,7740.653077,5626.014846,1191.790232,5894.536993,8541.551997,0,5065.428159,1597.437237,5536.760728,6345.328465
Latvia,LVA,0,2,1,3,1992,Barcelona,ESP,0,Latvia,North,East,6472.043995,7201.990217,894.9542101,5493.861259,728.3641535,7923.971011,5747.233569,1588.211167,6127.493309,9332.163291,1307.988135,5164.406898,1364.93856,6597.559388,6472.043995
Ghana,GHA,0,0,1,1,1992,Barcelona,ESP,6413901602,Ghana,North,West,7910.031782,5491.377936,3020.137658,4967.161993,4015.260288,6749.666377,7253.524372,2489.739004,5004.068073,8691.383116,2568.023923,6772.235236,3174.690047,3056.577938,7910.031782
Morocco,MAR,1,1,1,3,1992,Barcelona,ESP,33711069431,,,,,,,,,,,,,,,,,,
Denmark,DNK,1,1,4,6,1992,Barcelona,ESP,1.52916E+11,Denmark,North,East,7083.182967,6577.621265,503.3433966,4848.347592,1365.548789,7280.410025,6357.022542,1115.420174,5488.84764,9769.383098,1371.93215,5775.38342,731.9401851,6195.975155,7083.182967
Finland,FIN,1,2,2,5,1992,Barcelona,ESP,1.12533E+11,Finland,North,East,6482.014653,7342.902147,1107.26077,5585.00046,746.7650967,8027.166633,5760.047999,1798.184727,6245.868187,9463.102949,1559.687466,5176.841428,1497.672561,6834.621887,6482.014653
Mongolia,MNG,0,0,2,2,1992,Barcelona,ESP,1317611864,,,,,,,,,,,,,,,,,,
Australia,AUS,7,9,11,27,1992,Barcelona,ESP,3.24884E+11,Australia,South,East,4913.860856,14055.77408,9451.196419,13465.23217,8731.68456,15352.68274,5148.457275,9600.139656,13601.02612,149.5349657,8495.174416,5456.561157,10092.5908,10526.41725,4913.860856
Suriname,SUR,0,0,1,1,1992,Barcelona,ESP,404600000,Suriname,North,West,10835.34057,2581.688953,4680.9407,2977.711931,6112.175462,3970.588513,10155.38803,3988.780861,2521.333962,11587.45361,4826.843405,9643.554852,4364.339637,2065.679109,10835.34057
Thailand,THA,0,0,1,1,1992,Barcelona,ESP,1.11453E+11,Thailand,North,East,2639.858405,10894.46673,5403.220327,9853.859942,4495.759578,12016.64593,2181.014183,5694.182572,10180.8894,4288.053365,4513.761544,1999.226818,6071.491062,8225.412151,2639.858405
France,FRA,8,5,16,29,1992,Barcelona,ESP,1.40147E+12,France,North,East,7556.722473,5888.888745,512.7500361,4251.284526,1978.195758,6651.180373,6830.559027,490.5927345,4836.118307,9924.52168,1383.900092,6254.959901,232.4547227,5514.953898,7556.722473
Ethiopia,ETH,1,0,2,3,1992,Barcelona,ESP,10492993078,Ethiopia,North,East,5825.236731,7541.375715,3071.432443,6713.587097,3204.202646,8726.251177,5190.225418,2984.306758,6919.135525,6832.509437,2133.215973,4740.553289,3598.175808,4969.84163,5825.236731
Puerto Rico,PRI,0,0,1,1,1992,Barcelona,ESP,34630430000,Puerto Rico,North,West,11296.29467,1804.554884,4713.806552,1948.489108,6201.888604,3049.241972,10595.99547,4052.786435,1462.857094,12397.19606,5066.4853,10059.5769,4266.579657,3104.986211,11296.29467
Netherlands,NLD,2,6,7,15,1992,Barcelona,ESP,3.62963E+11,Netherlands,North,East,7464.868875,6100.454387,476.857991,4398.587044,1805.151258,6820.142453,6738.124602,759.0711687,5020.216004,9971.22218,1445.327934,6159.095349,257.7032749,5802.288098,7464.868875
Hungary,HUN,11,12,7,30,1992,Barcelona,ESP,38730585922,Hungary,North,East,6633.310595,6735.868911,412.0573183,5167.728171,1146.897866,7551.497706,5907.045601,1007.55419,5724.574891,9134.012281,711.9441677,5331.207495,1080.010402,5916.371169,6633.310595
Switzerland,CHE,1,0,0,1,1992,Barcelona,ESP,2.80157E+11,Switzerland,North,East,7266.357867,6107.655201,258.5672781,4524.212451,1752.428395,6907.624089,6540.694834,453.4240889,5082.748138,9621.005369,1079.457978,5966.725534,519.0484637,5529.126736,7266.357867
Kenya,KEN,2,4,2,8,1992,Barcelona,ESP,8209129172,Kenya,South,East,6180.346418,7534.91925,3663.960524,6913.67838,3907.068774,8790.313582,5586.393433,3483.27501,7025.59752,6658.214324,2766.641737,5180.772477,4137.111253,4600.32871,6180.346418
Austria,AUT,0,2,0,2,1992,Barcelona,ESP,1.95078E+11,Austria,North,East,6793.721355,6605.111663,253.3477585,5014.993429,1259.691378,7405.428284,6067.31086,896.7318071,5582.07332,9291.326525,827.7513878,5490.842169,916.0407101,5876.69563,6793.721355
Cuba,CUB,14,6,11,31,1992,Barcelona,ESP,22085858243,Cuba,North,West,12145.25931,959.7442546,5405.504836,1589.019027,6900.018534,2107.325425,11438.33193,4777.760803,745.7027539,13337.29637,5856.225524,10893.17319,4892.460575,3823.071369,12145.25931
Turkey,TUR,2,2,2,6,1992,Barcelona,ESP,1.58459E+11,Turkey,North,East,5854.362249,7323.680996,1288.161151,5916.970404,1126.75407,8241.393981,5132.585459,1662.950453,6396.995306,8225.602013,514.4316727,4567.836208,1956.556338,5972.752883,5854.362249
Poland,POL,3,6,10,19,1992,Barcelona,ESP,94337050693,Poland,North,East,6576.973455,6939.959522,583.3806667,5292.530216,921.6337616,7704.178945,5850.361181,1267.358097,5892.391824,9260.500138,1012.895054,5269.89858,1150.557363,6251.798635,6576.973455
Czech Republic,CZE,4,2,1,7,1992,Barcelona,ESP,34805013230,Czech Republic,North,East,6919.883139,6543.201481,195.3102579,4912.576129,1316.716415,7316.092586,6193.192198,888.7777768,5500.322491,9459.116375,997.4287297,5615.044697,784.3676487,5929.78558,6919.883139
Namibia,NAM,0,2,0,2,1992,Barcelona,ESP,3429538518,Namibia,South,East,7800.576078,6959.222498,4872.937601,6891.015865,5481.54067,8348.760446,7257.041068,4472.372594,6756.787309,7368.68041,4150.000435,6896.02522,5170.879617,3287.693074,7800.576078
Lithuania,LTU,1,0,1,2,1992,Barcelona,ESP,0,Lithuania,North,East,6381.32622,7207.311549,858.8296926,5535.511181,668.0283534,7955.920989,5655.533874,1543.745159,6150.070693,9188.192856,1163.042112,5073.410437,1393.769299,6509.395014,6381.32622
Malaysia,MYS,0,0,1,1,1992,Barcelona,ESP,59167550163,Malaysia,North,East,3068.928163,11003.59076,5806.321073,10095.95352,5028.173734,12181.12622,2730.079047,6028.111825,10362.38216,3728.282398,4875.754316,2642.336283,6463.396977,8094.82091,3068.928163
Slovenia,SVN,0,0,2,2,1992,Barcelona,ESP,0,Slovenia,North,East,6879.710699,6464.243825,208.6648808,4908.681416,1414.692547,7285.447633,6154.033587,737.3979486,5456.411672,9287.48053,767.6279331,5580.099681,866.7208941,5700.065109,6879.710699
Croatia,HRV,0,1,2,3,1992,Barcelona,ESP,0,Croatia,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540205,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556
China,CHN,16,22,16,54,1992,Barcelona,ESP,4.26916E+11,China,North,East,1307.919095,11838.94405,5742.91982,10478.68767,4442.798842,12806.04837,583.2324219,6227.332336,10959.52333,5414.624777,5065.428159,0,6399.345926,9710.393207,1307.919095
United States,USA,37,34,37,108,1992,Barcelona,ESP,6.52033E+12,United States,North,West,11833.78191,1869.600659,4870.776436,393.7513086,6335.992081,2286.644968,11113.64006,4324.97978,585.3087828,13461.12519,5488.563128,10549.84124,4276.178945,4712.161285,11833.78191
Spain,ESP,13,7,2,22,1992,Barcelona,ESP,6.30916E+11,Spain,North,West,7819.620505,5420.702243,984.7989516,3954.379329,2462.222497,6282.117102,7098.16938,316.7736503,4442.023961,9872.403926,1480.791019,6533.068547,788.7473852,4867.835698,7819.620505
Japan,JPN,3,8,11,22,1992,Barcelona,ESP,3.90881E+12,,North,East,0,13085.252,7045.276098,11770.5309,5749.743872,14081.24317,726.745582,7516.740596,12233.30886,4840.279356,6345.328465,1307.919095,7703.968961,10769.55288,0
Colombia,COL,0,0,1,1,1992,Barcelona,ESP,58418985443,Colombia,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.492777,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.31692,5179.650627,2523.667877,11864.03068
Unified Team,EUN,45,38,29,112,1992,Barcelona,ESP,,,,,,,,,,,,,,,,,,,
Argentina,ARG,0,0,1,1,1992,Barcelona,ESP,2.28789E+11,Argentina,South,West,11979.01152,4384.369678,7015.770065,5707.86309,8266.251627,5802.97869,11379.30611,6344.970262,5013.546431,11533.28485,6837.56043,10951.96318,6877.436486,1303.080956,11979.01152
New Zealand,NZL,1,4,5,10,1992,Barcelona,ESP,41649829860,New Zealand,South,East,5633.175948,15503.5678,10817.74758,14901.59198,10022.90373,16800.39824,6014.854576,10995.36704,15046.35597,1363.195659,9872.18615,6413.627205,11467.58087,11946.09641,5633.175948
Indonesia,IDN,2,2,1,5,1992,Barcelona,ESP,1.28027E+11,Indonesia,South,East,3406.248969,11355.18349,6387.855745,10554.00055,5678.433253,12574.16717,3189.364766,6566.579415,10773.73946,3108.08264,5439.40113,3194.294807,7035.269185,8248.577302,3406.248969
Belgium,BEL,0,1,2,3,1992,Barcelona,ESP,2.34782E+11,Belgium,North,East,7465.484676,6040.287639,434.360945,4369.683402,1841.269434,6781.550401,6738.867833,639.0615885,4973.865723,9915.550018,1378.649126,6161.241147,239.8764718,5688.273316,7465.484676
Italy,ITA,6,5,8,19,1992,Barcelona,ESP,1.32016E+12,Italy,North,East,6965.601489,6274.19585,457.0470028,4804.931403,1671.339599,7145.651673,6242.692758,552.6489258,5306.023586,9198.202937,668.2934621,5675.147349,955.5483159,5380.124554,6965.601489
Chinese Taipei,TPE,0,1,0,1,1992,Barcelona,ESP,,,,,,,,,,,,,,,,,,,
Israel,ISR,0,1,1,2,1992,Barcelona,ESP,0,Israel,North,West,9545.281424,3599.434447,2789.484197,2405.821572,4281.513384,4542.314516,8831.816724,2141.753037,2694.912581,11133.55699,3222.927642,8278.673099,2345.355354,3794.449952,9545.281424
Pakistan,PAK,0,0,1,1,1992,Barcelona,ESP,48884606848,Pakistan,North,East,3637.034033,9453.034885,3509.592327,8160.205178,2474.85735,10447.26027,2928.095499,3911.822101,8598.987912,6303.435514,2725.64684,2391.214242,4181.826383,7442.963227,3637.034033
Peru,PER,0,1,0,1,1992,Barcelona,ESP,35966302303,Peru,South,West,12278.06759,2467.909276,6372.683958,3968.26819,7787.271571,3894.401033,11620.36148,5679.504605,3182.432713,12551.3107,6464.508904,11132.26783,6063.442516,1994.627206,12278.06759
Individual Olympic Athletes,IOA,0,1,2,3,1992,Barcelona,ESP,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,3,7,6,16,1992,Barcelona,ESP,10350515464,Bulgaria,North,East,6375.306752,6867.582742,746.1045184,5396.946733,1183.851472,7744.343588,5651.319682,1150.565063,5905.006345,8751.145986,336.3297301,5081.741124,1410.485748,5785.377927,6375.306752
Nigeria,NGA,0,3,1,4,1992,Barcelona,ESP,47794925815,Nigeria,North,East,7455.2043,5852.586799,2707.220472,5177.672048,3597.034241,7069.267805,6793.105494,2249.106833,5289.456754,8396.028256,2156.816829,6306.356951,2946.992593,3530.265723,7455.2043
Norway,NOR,2,4,1,7,1992,Barcelona,ESP,1.30838E+11,Norway,North,East,7244.041585,6597.650799,789.7038605,4795.701101,1495.737142,7243.423025,6519.505523,1332.100898,5475.721879,10030.82783,1674.107286,5936.572968,804.9982622,6398.772343,7244.041585
Brazil,BRA,2,1,0,3,1992,Barcelona,ESP,4.00599E+11,Brazil,South,West,10813.30687,3693.901245,5448.606277,4476.475126,6740.502771,5154.81836,10177.04931,4770.980821,3947.154167,10926.30828,5332.087331,9713.367679,5290.56266,566.3305179,10813.30687
United Kingdom,GBR,5,3,12,20,1992,Barcelona,ESP,1.17966E+12,United Kingdom,North,West,7703.968961,5845.682904,672.7454291,4143.169369,2061.448482,6562.775491,6977.307506,698.5270459,4762.576734,10138.65589,1597.437237,6399.345926,0,5639.574982,7703.968961
North Korea,PRK,4,0,5,9,1992,Barcelona,ESP,0,North Korea,North,East,818.0765882,12328.86427,6240.433449,10976.41656,4932.966251,13301.83066,139.2035301,6724.770867,11455.00145,5229.235973,5561.440052,497.8727621,6896.2761,10144.60384,818.0765882
Canada,CAN,7,4,7,18,1992,Barcelona,ESP,5.92388E+11,Canada,North,West,11761.45096,2215.276999,4754.326022,17.85869536,6197.178624,2462.817034,11038.50466,4244.864848,933.6493084,13525.33305,5424.860063,10469.8937,4136.60053,5023.162376,11761.45096
Sweden,SWE,1,7,4,12,1992,Barcelona,ESP,2.84321E+11,Sweden,North,East,6835.886355,6965.445894,840.4798442,5197.250774,1086.142946,7640.034601,6112.028674,1503.346409,5861.369457,9701.36456,1520.955875,5528.906607,1125.672413,6577.588157,6835.886355
Iran,IRN,0,1,2,3,1992,Barcelona,ESP,0,Iran,North,East,4823.938424,8287.941294,2339.062511,6961.793767,1576.846874,9257.380845,4107.946907,2713.733005,7409.591644,7254.599739,1527.219054,3554.869761,3011.220363,6543.354447,4823.938424
Algeria,DZA,1,0,1,2,1992,Barcelona,ESP,48003078389,Algeria,North,East,7456.896815,5704.149817,932.3905579,4339.752748,2285.897025,6626.090244,6739.011809,346.5107264,4779.414037,9430.625168,1115.622926,6180.126784,1044.929886,4809.973012,7456.896815
Bahamas,BHS,0,0,1,1,1992,Barcelona,ESP,3109000000,Bahamas,North,West,11862.7069,1262.03307,5102.498263,1413.853863,6596.803801,2325.242769,11154.14467,4477.864708,717.2687331,13117.11126,5563.622291,10606.93156,4586.923845,3795.177807,11862.7069
Qatar,QAT,0,0,1,1,1992,Barcelona,ESP,7646153984,Qatar,North,East,4875.621043,8224.822891,2689.152241,7070.658298,2226.057917,9279.955293,4188.096978,2909.657046,7435.121573,6805.326209,1747.712618,3677.57752,3338.673622,6134.375157,4875.621043
Ireland,IRL,1,1,0,2,1992,Barcelona,ESP,55927302693,Ireland,North,West,8052.048537,5591.358463,1029.328577,3827.483511,2380.123695,6261.276638,7325.311382,933.5597391,4477.958742,10484.38373,1943.408303,6746.474883,356.6840144,5627.79411,8052.048537
Jamaica,JAM,0,3,1,4,1992,Barcelona,ESP,3535460090,Jamaica,North,West,11864.67244,1236.734863,5239.56893,1898.1793,6731.907691,2533.832026,11163.59644,4588.574072,1169.020544,12937.85528,5622.544845,10625.97286,4766.776959,3358.553399,11864.67244
Philippines,PHL,0,0,1,1,1992,Barcelona,ESP,52976344929,Philippines,North,East,1786.862655,12022.02305,6411.903478,10945.14542,5374.282366,13132.68213,1609.060942,6750.101756,11293.49439,3716.69669,5560.67032,1755.028646,7084.276047,9326.043045,1786.862655
Azerbaijan,AZE,0,1,0,1,1996,Atlanta,USA,3176333837,Azerbaijan,North,East,4929.188187,8246.251439,2143.280101,6841.54925,1240.420589,9171.991444,4205.953166,2588.606963,7327.578349,7549.013006,1437.275639,3638.902247,2814.342634,6682.150324,4929.188187
Australia,AUS,9,9,23,41,1996,Atlanta,USA,4.00303E+11,Australia,South,East,4913.860856,14055.77408,9451.196419,13465.23217,8731.68456,15352.68274,5148.457275,9600.139656,13601.02612,149.5349657,8495.174416,5456.561157,10092.5908,10526.41725,4913.860856
India,IND,0,0,1,1,1996,Atlanta,USA,3.92897E+11,India,North,East,3450.654954,9642.938962,3830.183598,8420.785316,2865.1176,10674.39927,2765.282337,4190.254101,8826.80147,5899.440123,2998.497325,2268.419035,4502.711561,7460.785766,3450.654954
Germany,DEU,20,18,27,65,1996,Atlanta,USA,2.49724E+12,Germany,North,East,6996.068785,6545.682423,301.1745652,4872.216869,1333.68983,7288.952903,6269.358107,965.7531077,5482.642461,9596.458151,1158.608736,5689.498045,729.0707867,6034.938596,6996.068785
Turkey,TUR,4,1,1,6,1996,Atlanta,USA,1.81476E+11,Turkey,North,East,5854.362249,7323.680996,1288.161151,5916.970404,1126.75407,8241.393981,5132.585459,1662.950453,6396.995306,8225.602013,514.4316727,4567.836208,1956.556338,5972.752883,5854.362249
Greece,GRC,4,4,0,8,1996,Atlanta,USA,1.45862E+11,Greece,North,East,6345.328465,6810.891865,975.5308696,5434.583731,1447.592636,7740.653077,5626.014846,1191.790232,5894.536993,8541.551997,0,5065.428159,1597.437237,5536.760728,6345.328465
Denmark,DNK,4,1,1,6,1996,Atlanta,USA,1.87632E+11,Denmark,North,East,7083.182967,6577.621265,503.3433966,4848.347592,1365.548789,7280.410025,6357.022542,1115.420174,5488.84764,9769.383098,1371.93215,5775.38342,731.9401851,6195.975155,7083.182967
Brazil,BRA,3,3,9,15,1996,Atlanta,USA,8.50426E+11,Brazil,South,West,10813.30687,3693.901245,5448.606277,4476.475126,6740.502771,5154.81836,10177.04931,4770.980821,3947.154167,10926.30828,5332.087331,9713.367679,5290.56266,566.3305179,10813.30687
Burundi,BDI,1,0,0,1,1996,Atlanta,USA,869033856.3,Burundi,South,East,6600.237275,7172.001393,3667.822271,6632.046387,4068.61808,8448.69995,6002.730664,3409.405281,6703.54928,6991.675681,2828.355902,5591.021886,4086.419346,4178.760182,6600.237275
Syria,SYR,1,0,0,1,1996,Atlanta,USA,13789560878,Syria,North,East,5651.84829,7450.08623,1688.956147,6159.345715,1529.684488,8431.490815,4939.228021,1939.032452,6583.195225,7805.583634,754.6925338,4390.323618,2337.942252,5814.922835,5651.84829
Georgia,GEO,0,0,2,2,1996,Atlanta,USA,3095047604,Georgia,North,East,5210.31762,7989.188838,1856.103859,6561.834163,1043.181871,8900.183338,4486.216107,2311.219648,7057.317445,7806.525428,1179.099063,3916.968587,2527.087975,6528.559336,5210.31762
United States,USA,44,32,25,101,1996,Atlanta,USA,8.07312E+12,United States,North,West,11833.78191,1869.600659,4870.776436,393.7513086,6335.992081,2286.644968,11113.64006,4324.97978,585.3087828,13461.12519,5488.563128,10549.84124,4276.178945,4712.161285,11833.78191
Czech Republic,CZE,4,3,4,11,1996,Atlanta,USA,67387788633,Czech Republic,North,East,6919.883139,6543.201481,195.3102579,4912.576129,1316.716415,7316.092586,6193.192198,888.7777768,5500.322491,9459.116375,997.4287297,5615.044697,784.3676487,5929.78558,6919.883139
Ecuador,ECU,1,0,0,1,1996,Atlanta,USA,25226393197,Ecuador,South,West,12156.84033,1751.057174,5933.981684,3153.505132,7390.888545,3211.279169,11479.5843,5248.210076,2362.233328,12748.09767,6138.247458,10969.94912,5559.62504,2481.100965,12156.84033
Thailand,THA,1,0,1,2,1996,Atlanta,USA,1.83035E+11,Thailand,North,East,2639.858405,10894.46673,5403.220327,9853.859942,4495.759578,12016.64593,2181.014183,5694.182572,10180.8894,4288.053365,4513.761544,1999.226818,6071.491062,8225.412151,2639.858405
Argentina,ARG,0,2,1,3,1996,Atlanta,USA,2.7215E+11,Argentina,South,West,11979.01152,4384.369678,7015.770065,5707.86309,8266.251627,5802.97869,11379.30611,6344.970262,5013.546431,11533.28485,6837.56043,10951.96318,6877.436486,1303.080956,11979.01152
Bulgaria,BGR,3,7,5,15,1996,Atlanta,USA,12294221473,Bulgaria,North,East,6375.306752,6867.582742,746.1045184,5396.946733,1183.851472,7744.343588,5651.319682,1150.565063,5905.006345,8751.145986,336.3297301,5081.741124,1410.485748,5785.377927,6375.306752
Ireland,IRL,3,0,1,4,1996,Atlanta,USA,75786499496,Ireland,North,West,8052.048537,5591.358463,1029.328577,3827.483511,2380.123695,6261.276638,7325.311382,933.5597391,4477.958742,10484.38373,1943.408303,6746.474883,356.6840144,5627.79411,8052.048537
