Country,Country Code,Gold,Silver,Bronze,Total,Year,Host_City,Host_Country,GDP,Latitude Hemisphere,Longitude Hemisphere,Population,Life Expectancy,Average Distance to Games,Total Competitors,Total Medal Count,Total Win Ratio,Total Male Competitors,Male Wins,Male Medal Ratio,Total Female Competitors,Female Wins,Female Medal Ratio,Open Wins,Open Win Ratio
Spain,ESP,9,6,5,11,2000,Sydney,AUS,596.878,North,West,40567864,78.96585366,4676.218313,321,11,0.034267913,216,7,0.032407407,105,4,0.038095238,0,0
Estonia,EST,3,0,2,3,2000,Sydney,AUS,5.694069842,North,East,1396985,70.41707317,4908.788015,33,3,0.090909091,31,3,0.096774194,2,0,0,0,0
Ethiopia,ETH,12,2,3,8,2000,Sydney,AUS,8.242392104,North,East,66224809,51.941,5218.352425,26,8,0.307692308,15,5,0.333333333,11,3,0.272727273,0,0
Finland,FIN,6,2,1,4,2000,Sydney,AUS,125.707,North,East,5176209,77.46585366,4940.610108,70,4,0.057142857,40,3,0.075,30,0,0,0,0
France,FRA,39,28,11,38,2000,Sydney,AUS,1362.25,North,East,60912500,79.05609756,4657.586983,336,38,0.113095238,211,26,0.123222749,125,12,0.096,0,0
United Kingdom,GBR,33,20,7,28,2000,Sydney,AUS,1658.19,North,West,58892514,77.74146341,4727.145661,310,28,0.090322581,181,14,0.077348066,129,9,0.069767442,5,0.016129032
Georgia,GEO,0,0,6,6,2000,Sydney,AUS,3.057475335,North,East,4077131,69.902,4838.941393,36,6,0.166666667,27,6,0.222222222,9,0,0,0,0
Greece,GRC,12,12,3,13,2000,Sydney,AUS,130.134,North,East,10805808,77.88780488,4570.22862,140,13,0.092857143,82,8,0.097560976,58,5,0.086206897,0,0
Croatia,HRV,3,0,1,2,2000,Sydney,AUS,21.63375945,North,East,4468302,72.80780488,4571.386285,88,2,0.022727273,63,2,0.031746032,25,0,0,0,0
Hungary,HUN,24,12,3,17,2000,Sydney,AUS,47.21840589,North,East,10210971,71.24634146,4606.226091,178,17,0.095505618,109,10,0.091743119,69,7,0.101449275,0,0
Indonesia,IDN,3,6,2,6,2000,Sydney,AUS,165.021,South,East,211513822,65.772,6727.82979,47,6,0.127659574,27,2,0.074074074,20,3,0.15,1,0.021276596
India,IND,0,0,1,1,2000,Sydney,AUS,468.395,North,East,1056575548,62.505,5416.461758,65,1,0.015384615,44,0,0,21,1,0.047619048,0,0
Ireland,IRL,0,2,0,1,2000,Sydney,AUS,99.87123917,North,West,3805174,76.53658537,4872.616191,64,1,0.015625,40,0,0,24,1,0.041666667,0,0
Iran,IRN,9,0,1,4,2000,Sydney,AUS,109.592,North,East,65623397,70.176,4946.229137,33,4,0.121212121,32,4,0.125,1,0,0,0,0
Iceland,ISL,0,0,1,1,2000,Sydney,AUS,9.025660362,North,West,281205,79.65365854,5458.149685,18,1,0.055555556,9,0,0,9,1,0.111111111,0,0
Israel,ISR,0,0,1,1,2000,Sydney,AUS,132.705,North,West,6289000,78.95365854,5276.838423,39,1,0.025641026,29,1,0.034482759,10,0,0,0,0
Italy,ITA,39,16,13,34,2000,Sydney,AUS,1143.83,North,East,56942108,79.77804878,4550.870026,361,34,0.094182825,246,23,0.093495935,115,11,0.095652174,0,0
Jamaica,JAM,0,12,3,9,2000,Sydney,AUS,9.005064475,North,West,2654698,74.142,6373.497473,48,9,0.1875,22,2,0.090909091,26,7,0.269230769,0,0
Japan,JPN,15,16,5,18,2000,Sydney,AUS,4887.52,North,East,126843000,81.07609756,6878.392656,266,18,0.067669173,156,5,0.032051282,110,13,0.118181818,0,0
Kazakhstan,KAZ,9,8,0,7,2000,Sydney,AUS,18.29199491,North,East,14883626,65.45,5407.725041,130,7,0.053846154,86,6,0.069767442,44,1,0.022727273,0,0
Kenya,KEN,6,6,2,7,2000,Sydney,AUS,12.7053571,South,East,31964557,50.921,5507.264521,56,7,0.125,34,6,0.176470588,22,1,0.045454545,0,0
Kyrgyzstan,KGZ,0,0,1,1,2000,Sydney,AUS,1.369688498,North,East,4898400,68.55853659,5366.25977,48,1,0.020833333,35,1,0.028571429,13,0,0,0,0
South Korea,KOR,24,20,10,28,2000,Sydney,AUS,576.178,North,East,47008111,75.9097561,6422.407919,281,28,0.099644128,175,17,0.097142857,106,11,0.103773585,0,0
Kuwait,KWT,0,0,1,1,2000,Sydney,AUS,37.71284224,North,East,2045123,73.142,4936.327305,29,1,0.034482759,29,1,0.034482759,0,0,0,0,0
Lithuania,LTU,6,0,3,5,2000,Sydney,AUS,11.52477687,North,East,3499536,72.0195122,4777.694243,61,5,0.081967213,40,2,0.05,21,3,0.142857143,0,0
Latvia,LVA,3,2,1,3,2000,Sydney,AUS,7.949253766,North,East,2367550,70.31463415,4827.814877,45,3,0.066666667,30,3,0.1,15,0,0,0,0
Moldova,MDA,0,2,1,2,2000,Sydney,AUS,1.288429392,North,East,2923783,67.006,4669.953369,34,2,0.058823529,29,2,0.068965517,5,0,0,0,0
Mexico,MEX,3,4,3,6,2000,Sydney,AUS,707.907,North,West,98899845,74.34,7089.643002,78,6,0.076923077,52,5,0.096153846,26,1,0.038461538,0,0
Macedonia,MKD,0,0,1,1,2000,Sydney,AUS,3.773653058,North,East,2034823,73.267,4570.1592,10,1,0.1,6,1,0.166666667,4,0,0,0,0
Mozambique,MOZ,3,0,0,1,2000,Sydney,AUS,5.656473652,South,East,17711925,48.946,6411.84284,4,1,0.25,2,0,0,2,1,0.5,0,0
Nigeria,NGA,3,4,0,3,2000,Sydney,AUS,69.44875693,North,East,122283853,46.267,5132.154627,83,3,0.036144578,44,1,0.022727273,39,2,0.051282051,0,0
Netherlands,NLD,36,18,4,25,2000,Sydney,AUS,416.443,North,East,15925513,77.98780488,4712.2653,231,25,0.108225108,147,8,0.054421769,84,13,0.154761905,4,0.017316017
Norway,NOR,12,6,3,10,2000,Sydney,AUS,171.247,North,East,4490967,78.63414634,4905.527072,93,10,0.107526882,44,4,0.090909091,49,5,0.102040816,1,0.010752688
New Zealand,NZL,3,0,3,4,2000,Sydney,AUS,52.62328196,South,East,3857700,78.63658537,10162.12167,147,4,0.027210884,77,2,0.025974026,70,1,0.014285714,1,0.006802721
Poland,POL,18,10,3,14,2000,Sydney,AUS,172.219,North,East,38258629,73.74878049,4703.42606,187,14,0.07486631,129,9,0.069767442,58,5,0.086206897,0,0
Portugal,PRT,0,0,2,2,2000,Sydney,AUS,118.311,North,West,10289898,76.31463415,4772.6015,61,2,0.032786885,48,1,0.020833333,13,1,0.076923077,0,0
Qatar,QAT,0,0,1,1,2000,Sydney,AUS,17.75989011,North,East,592467,77.467,5031.895297,17,1,0.058823529,17,1,0.058823529,0,0,0,0,0
Romania,ROU,33,12,9,26,2000,Sydney,AUS,37.25325902,North,East,22442971,71.16341463,4620.226079,145,26,0.179310345,71,7,0.098591549,74,19,0.256756757,0,0
Russia,RUS,96,56,29,89,2000,Sydney,AUS,259.71,North,East,146596869,65.48365854,4889.668522,435,89,0.204597701,241,53,0.219917012,194,36,0.18556701,0,0
Saudi Arabia,SAU,0,2,1,2,2000,Sydney,AUS,189.515,North,East,20663840,72.561,4975.397389,18,2,0.111111111,18,1,0.055555556,0,0,0,0,0
Slovakia,SVK,3,6,1,5,2000,Sydney,AUS,29.16995301,North,East,5388720,73.05121951,4608.349577,108,5,0.046296296,81,3,0.037037037,27,2,0.074074074,0,0
Slovenia,SVN,6,0,0,2,2000,Sydney,AUS,20.28962764,North,East,1988925,75.41219512,4572.732604,74,2,0.027027027,55,2,0.036363636,19,0,0,0,0
Sweden,SWE,12,10,3,12,2000,Sydney,AUS,262.835,North,East,8872109,79.64390244,4888.823928,150,12,0.08,98,7,0.071428571,52,5,0.096153846,0,0
Thailand,THA,3,0,2,3,2000,Sydney,AUS,126.392,North,East,62952639,70.623,6073.180027,52,3,0.057692308,34,2,0.058823529,18,1,0.055555556,0,0
Turkey,TUR,9,0,2,5,2000,Sydney,AUS,274.303,North,East,63240196,70.005,4669.026362,57,5,0.087719298,42,4,0.095238095,15,1,0.066666667,0,0
Ukraine,UKR,9,20,10,23,2000,Sydney,AUS,31.26171832,North,East,49176500,67.67560976,4731.877346,230,23,0.1,139,14,0.100719424,91,9,0.098901099,0,0
Uruguay,URY,0,2,0,1,2000,Sydney,AUS,22.8232558,South,West,3319734,74.731,7513.94415,15,1,0.066666667,12,1,0.083333333,3,0,0,0,0
United States,USA,111,48,32,93,2000,Sydney,AUS,10252.3,North,West,282162411,76.63658537,6262.408512,586,93,0.158703072,333,49,0.147147147,253,39,0.154150198,5,0.008532423
Uzbekistan,UZB,3,2,2,4,2000,Sydney,AUS,13.76051397,North,East,24650400,67.156,5259.327183,70,4,0.057142857,52,4,0.076923077,18,0,0,0,0
Vietnam,VNM,0,2,0,1,2000,Sydney,AUS,31.1725184,North,East,79910411,73.025,6049.703402,7,1,0.142857143,3,0,0,4,1,0.25,0,0
South Africa,ZAF,0,4,3,5,2000,Sydney,AUS,136.362,South,East,44967713,56.048,6388.892675,127,5,0.039370079,89,3,0.033707865,38,2,0.052631579,0,0
United Arab Emirates,ARE,3,0,0,1,2004,Athens,GRC,147.824,North,East,4068577,75.174,5084.586667,4,1,0.25,4,1,0.25,0,0,0,0,0
Argentina,ARG,6,0,4,6,2004,Athens,GRC,164.658,South,West,38491970,74.28,7691.760326,152,6,0.039473684,106,2,0.018867925,46,3,0.065217391,1,0.006578947
Australia,AUS,51,32,17,50,2004,Athens,GRC,612.49,South,East,20127400,80.4902439,8930.279555,470,50,0.106382979,268,27,0.100746269,202,23,0.113861386,0,0
Austria,AUT,6,8,1,7,2004,Athens,GRC,300.904,North,East,8171966,79.1804878,4604.985842,74,7,0.094594595,54,3,0.055555556,20,2,0.1,2,0.027027027
Azerbaijan,AZE,3,0,4,5,2004,Athens,GRC,8.680370408,North,East,8306500,68.249,4916.379435,36,5,0.138888889,30,3,0.1,6,2,0.333333333,0,0
Belgium,BEL,3,0,2,3,2004,Athens,GRC,368.537,North,East,10421137,78.87804878,4675.567093,51,3,0.058823529,32,1,0.03125,19,2,0.105263158,0,0
Bulgaria,BGR,6,2,9,12,2004,Athens,GRC,26.15789474,North,East,7716860,72.56341463,4584.094277,98,12,0.12244898,51,8,0.156862745,47,4,0.085106383,0,0
Bahamas,BHS,3,0,1,2,2004,Athens,GRC,9.05529,North,West,318893,71.988,6296.326029,22,2,0.090909091,13,0,0,9,2,0.222222222,0,0
Belarus,BLR,6,10,6,13,2004,Athens,GRC,23.14435185,North,East,9730146,68.95609756,4770.616006,151,13,0.086092715,82,7,0.085365854,69,6,0.086956522,0,0
Brazil,BRA,15,4,3,10,2004,Athens,GRC,669.317,South,West,184006479,71.531,6524.317219,243,10,0.041152263,124,6,0.048387097,119,2,0.016806723,2,0.008230453
Canada,CAN,9,12,3,12,2004,Athens,GRC,1026.69,North,West,31940655,79.89268293,6264.481855,262,12,0.045801527,130,6,0.046153846,132,6,0.045454545,0,0
Switzerland,CHE,3,2,3,5,2004,Athens,GRC,405.531,North,East,7389625,81.08780488,4591.695619,98,5,0.051020408,59,4,0.06779661,39,1,0.025641026,0,0
Chile,CHL,6,0,1,3,2004,Athens,GRC,99.21039286,South,West,16014972,77.391,7824.832182,22,3,0.136363636,16,3,0.1875,6,0,0,0,0
China,CHN,96,34,14,63,2004,Athens,GRC,1955.35,North,East,1296075000,72.689,6152.34114,405,63,0.155555556,152,23,0.151315789,253,39,0.154150198,1,0.002469136
Cameroon,CMR,3,0,0,1,2004,Athens,GRC,17.46222959,North,East,17259322,52.321,5286.381803,21,1,0.047619048,12,0,0,9,1,0.111111111,0,0
Colombia,COL,0,0,2,2,2004,Athens,GRC,117.082,North,West,42075953,74.026,6596.774323,53,2,0.037735849,32,0,0,21,2,0.095238095,0,0
Cuba,CUB,27,14,11,27,2004,Athens,GRC,38.203,North,West,11250369,77.499,6467.743547,151,27,0.178807947,97,16,0.164948454,54,11,0.203703704,0,0
Czech Republic,CZE,3,6,5,9,2004,Athens,GRC,119.814,North,East,10197101,75.72195122,4632.77991,142,9,0.063380282,80,5,0.0625,62,4,0.064516129,0,0
Germany,DEU,39,32,20,49,2004,Athens,GRC,2809.19,North,East,82516260,78.6804878,4684.012143,441,49,0.111111111,250,24,0.096,191,21,0.109947644,4,0.009070295
Denmark,DNK,6,2,5,8,2004,Athens,GRC,251.373,North,East,5404523,77.49268293,4769.836091,92,8,0.086956522,48,4,0.083333333,44,3,0.068181818,1,0.010869565
Dominican Republic,DOM,3,0,0,1,2004,Athens,GRC,22.32239537,North,West,8974444,70.499,6178.694056,33,1,0.03030303,17,1,0.058823529,16,0,0,0,0
Egypt,EGY,3,2,3,5,2004,Athens,GRC,78.78246753,North,East,74172073,69.271,4721.534724,97,5,0.051546392,81,5,0.061728395,16,0,0,0,0
Eritrea,ERI,0,0,1,1,2004,Athens,GRC,1.109054005,North,East,2719809,57.932,5064.849686,4,1,0.25,3,1,0.333333333,1,0,0,0,0
Spain,ESP,9,22,6,20,2004,Athens,GRC,1067.09,North,West,42921895,79.87073171,4676.218313,316,20,0.063291139,177,13,0.073446328,139,4,0.028776978,3,0.009493671
Estonia,EST,0,2,2,3,2004,Athens,GRC,12.14439752,North,East,1362550,71.9097561,4908.788015,42,3,0.071428571,31,3,0.096774194,11,0,0,0,0
Ethiopia,ETH,6,6,2,7,2004,Athens,GRC,10.13118726,North,East,74239508,55.174,5218.352425,26,7,0.269230769,14,3,0.214285714,12,4,0.333333333,0,0
Finland,FIN,0,4,0,2,2004,Athens,GRC,197.117,North,East,5228172,78.71463415,4940.610108,53,2,0.037735849,36,2,0.055555556,17,0,0,0,0
France,FRA,33,18,13,33,2004,Athens,GRC,2115.74,North,East,62704901,80.16341463,4657.586983,308,33,0.107142857,195,16,0.082051282,113,16,0.14159292,1,0.003246753
United Kingdom,GBR,27,18,12,30,2004,Athens,GRC,2412.05,North,West,59987905,78.74634146,4727.145661,264,30,0.113636364,161,15,0.093167702,103,10,0.097087379,5,0.018939394
Georgia,GEO,6,4,0,4,2004,Athens,GRC,5.125365192,North,East,3927340,70.451,4838.941393,32,4,0.125,26,4,0.153846154,6,0,0,0,0
Greece,GRC,18,12,4,16,2004,Athens,GRC,240.521,North,East,10955141,79.03902439,4570.22862,426,16,0.037558685,215,8,0.037209302,211,8,0.037914692,0,0
Croatia,HRV,3,4,2,5,2004,Athens,GRC,41.58747055,North,East,4304600,75.5202439,4571.386285,81,5,0.061728395,66,5,0.075757576,15,0,0,0,0
Hungary,HUN,24,12,3,17,2004,Athens,GRC,103.96,North,East,10107146,72.64878049,4606.226091,209,17,0.081339713,119,10,0.084033613,90,7,0.077777778,0,0
Indonesia,IDN,3,2,2,4,2004,Athens,GRC,256.837,South,East,223285666,66.969,6727.82979,38,4,0.105263158,22,3,0.136363636,16,1,0.0625,0,0
India,IND,0,2,0,1,2004,Athens,GRC,709.149,North,East,1129623466,64.095,5416.461758,73,1,0.01369863,48,1,0.020833333,25,0,0,0,0
Iran,IRN,6,4,2,6,2004,Athens,GRC,190.043,North,East,68951279,71.592,4946.229137,37,6,0.162162162,36,6,0.166666667,1,0,0,0,0
Israel,ISR,3,0,1,2,2004,Athens,GRC,135.728,North,West,6809000,80.14634146,5276.838423,36,2,0.055555556,20,2,0.1,16,0,0,0,0
Italy,ITA,30,22,11,32,2004,Athens,GRC,1803.23,North,East,57685327,80.7804878,4550.870026,364,32,0.087912088,229,23,0.100436681,135,9,0.066666667,0,0
Jamaica,JAM,6,2,2,5,2004,Athens,GRC,10.17466485,North,West,2725017,74.146,6373.497473,47,5,0.106382979,22,1,0.045454545,25,4,0.16,0,0
Japan,JPN,48,18,12,37,2004,Athens,GRC,4815.15,North,East,127761000,82.0302439,6878.392656,306,37,0.120915033,139,20,0.143884892,167,17,0.101796407,0,0
Kazakhstan,KAZ,3,8,3,8,2004,Athens,GRC,43.151647,North,East,15012984,66.06,5407.725041,114,8,0.070175439,71,8,0.112676056,43,0,0,0,0
Kenya,KEN,3,8,2,7,2004,Athens,GRC,16.09533709,South,East,35635267,53.475,5507.264521,46,7,0.152173913,22,5,0.227272727,24,2,0.083333333,0,0
South Korea,KOR,27,24,9,30,2004,Athens,GRC,793.175,North,East,48082519,77.66585366,6422.407919,264,30,0.113636364,145,18,0.124137931,119,12,0.100840336,0,0
Lithuania,LTU,3,4,0,3,2004,Athens,GRC,22.62750745,North,East,3377075,71.96097561,4777.694243,59,3,0.050847458,47,2,0.042553191,12,1,0.083333333,0,0
Latvia,LVA,0,8,0,4,2004,Athens,GRC,14.4018824,North,East,2263122,72.02682927,4827.814877,32,4,0.125,22,3,0.136363636,10,1,0.1,0,0
Mexico,MEX,0,6,1,4,2004,Athens,GRC,782.241,North,West,104514934,75.243,7089.643002,109,4,0.036697248,59,1,0.016949153,50,3,0.06,0,0
Nigeria,NGA,0,0,2,2,2004,Athens,GRC,136.386,North,East,135320420,47.72,5132.154627,70,2,0.028571429,24,2,0.083333333,46,0,0,0,0
Netherlands,NLD,12,18,9,22,2004,Athens,GRC,657.172,North,East,16281779,79.09512195,4712.2653,210,22,0.104761905,134,9,0.067164179,76,12,0.157894737,1,0.004761905
Norway,NOR,15,0,1,6,2004,Athens,GRC,264.512,North,East,4591910,79.84146341,4905.527072,52,6,0.115384615,35,4,0.114285714,17,2,0.117647059,0,0
New Zealand,NZL,9,4,0,5,2004,Athens,GRC,103.905,South,East,4087500,79.54878049,10162.12167,148,5,0.033783784,81,3,0.037037037,67,2,0.029850746,0,0
Poland,POL,9,4,5,10,2004,Athens,GRC,255.11,North,East,38182222,74.84634146,4703.42606,194,10,0.051546392,132,3,0.022727273,62,7,0.112903226,0,0
Portugal,PRT,0,4,1,3,2004,Athens,GRC,189.035,North,West,10483861,77.67073171,4772.6015,81,3,0.037037037,64,3,0.046875,17,0,0,0,0
Paraguay,PRY,0,2,0,1,2004,Athens,GRC,9.624440836,South,West,5730556,71.464,7123.698478,22,1,0.045454545,20,1,0.05,2,0,0,0,0
Romania,ROU,24,10,6,19,2004,Athens,GRC,74.97266906,North,East,21451748,71.56097561,4620.226079,108,19,0.175925926,50,7,0.14,58,12,0.206896552,0,0
Russia,RUS,84,52,36,90,2004,Athens,GRC,591.017,North,East,144067316,65.47097561,4889.668522,446,90,0.201793722,244,51,0.209016393,202,39,0.193069307,0,0
Slovakia,SVK,6,4,2,6,2004,Athens,GRC,57.33201515,North,East,5372280,73.95853659,4608.349577,64,6,0.09375,48,5,0.104166667,16,1,0.0625,0,0
Slovenia,SVN,0,2,3,4,2004,Athens,GRC,34.4147845,North,East,1997012,77.20731707,4572.732604,79,4,0.050632911,56,1,0.017857143,23,2,0.086956522,1,0.012658228
Sweden,SWE,12,4,1,7,2004,Athens,GRC,385.118,North,East,8993531,80.49756098,4888.823928,115,7,0.060869565,62,4,0.064516129,53,2,0.037735849,1,0.008695652
Syria,SYR,0,0,1,1,2004,Athens,GRC,25.08693069,North,East,17827827,74.25,4741.878703,6,1,0.166666667,5,1,0.2,1,0,0,0,0
Thailand,THA,9,2,4,8,2004,Athens,GRC,172.896,North,East,64995303,71.728,6073.180027,42,8,0.19047619,24,3,0.125,18,5,0.277777778,0,0
Turkey,TUR,9,6,4,10,2004,Athens,GRC,408.876,North,East,67010930,72.004,4669.026362,64,10,0.15625,44,9,0.204545455,20,1,0.05,0,0
Ukraine,UKR,24,10,9,22,2004,Athens,GRC,64.81970295,North,East,47451626,68.18536585,4731.877346,239,22,0.092050209,124,9,0.072580645,115,12,0.104347826,1,0.0041841
United States,USA,108,78,26,101,2004,Athens,GRC,12213.7,North,West,292805298,77.48780488,6262.408512,533,101,0.189493433,279,55,0.197132616,254,40,0.157480315,6,0.011257036
Uzbekistan,UZB,6,2,2,5,2004,Athens,GRC,12.03002355,North,East,25864350,68.135,5259.327183,69,5,0.072463768,51,5,0.098039216,18,0,0,0,0
Venezuela,VEN,0,0,2,2,2004,Athens,GRC,112.453,North,West,25996594,72.746,6249.581149,48,2,0.041666667,33,1,0.03030303,15,1,0.066666667,0,0
South Africa,ZAF,3,6,2,6,2004,Athens,GRC,228.59,South,East,47291610,53.444,6388.892675,106,6,0.056603774,66,5,0.075757576,40,1,0.025,0,0
Zimbabwe,ZWE,3,2,1,3,2004,Athens,GRC,5.8055984,South,East,12019911,43.065,6067.669821,12,3,0.25,9,0,0,3,3,1,0,0
Afghanistan,AFG,0,0,1,1,2008,Beijing,CHN,10.10922581,North,East,27722281,59.93,5247.865726,4,1,0.25,3,1,0.333333333,1,0,0,0,0
Argentina,ARG,6,0,4,6,2008,Beijing,CHN,361.558,South,West,40080159,74.952,7691.760326,132,6,0.045454545,79,3,0.037974684,53,2,0.037735849,1,0.007575758
Armenia,ARM,0,2,4,5,2008,Beijing,CHN,11.66204071,North,East,2907615,72.946,4833.0877,25,5,0.2,23,5,0.217391304,2,0,0,0,0
Australia,AUS,42,30,17,46,2008,Beijing,CHN,1054,South,East,21249200,81.39512195,8930.279555,432,46,0.106481481,233,21,0.090128755,199,23,0.115577889,2,0.00462963
Austria,AUT,0,2,2,3,2008,Beijing,CHN,430.294,North,East,8321496,80.43170732,4604.985842,70,3,0.042857143,40,1,0.025,30,2,0.066666667,0,0
Azerbaijan,AZE,3,2,4,6,2008,Beijing,CHN,48.85248296,North,East,8763400,70.201,4916.379435,44,6,0.136363636,30,5,0.166666667,14,1,0.071428571,0,0
Belgium,BEL,6,0,0,2,2008,Beijing,CHN,515.224,North,East,10709973,79.6804878,4675.567093,94,2,0.021276596,77,0,0,17,2,0.117647059,0,0
Bulgaria,BGR,3,2,3,5,2008,Beijing,CHN,54.43896642,North,East,7492561,72.96341463,4584.094277,74,5,0.067567568,45,3,0.066666667,29,2,0.068965517,0,0
Bahamas,BHS,0,2,1,2,2008,Beijing,CHN,10.526,North,West,343680,72.022,6296.326029,25,2,0.08,16,2,0.125,9,0,0,0,0
Belarus,BLR,9,8,7,14,2008,Beijing,CHN,60.76348315,North,East,9527985,70.45609756,4770.616006,177,14,0.079096045,93,9,0.096774194,84,5,0.05952381,0,0
Brazil,BRA,9,8,10,17,2008,Beijing,CHN,1695.82,South,West,192030362,72.966,6524.317219,268,17,0.063432836,139,10,0.071942446,129,7,0.054263566,0,0
Canada,CAN,9,18,8,20,2008,Beijing,CHN,1552.99,North,West,33247118,80.69512195,6264.481855,332,20,0.060240964,186,10,0.053763441,146,8,0.054794521,2,0.006024096
Switzerland,CHE,6,2,4,7,2008,Beijing,CHN,570.304,North,East,7647675,81.99268293,4591.695619,83,7,0.084337349,47,5,0.106382979,36,1,0.027777778,1,0.012048193
Chile,CHL,0,2,0,1,2008,Beijing,CHN,179.638,South,West,16708255,78.33,7824.832182,26,1,0.038461538,20,1,0.05,6,0,0,0,0
China,CHN,144,44,30,100,2008,Beijing,CHN,4594.31,North,East,1324655000,73.835,6152.34114,625,100,0.16,330,43,0.13030303,295,56,0.189830508,1,0.0016
Cameroon,CMR,3,0,0,1,2008,Beijing,CHN,26.51668161,North,East,19252674,54.153,5286.381803,36,1,0.027777778,27,0,0,9,1,0.111111111,0,0
Colombia,COL,0,4,1,3,2008,Beijing,CHN,242.187,North,West,44254972,74.962,6596.774323,67,3,0.044776119,43,1,0.023255814,24,2,0.083333333,0,0
Cuba,CUB,9,20,17,30,2008,Beijing,CHN,60.8063,North,West,11236975,78.15,6467.743547,158,30,0.189873418,102,20,0.196078431,56,10,0.178571429,0,0
Czech Republic,CZE,9,6,1,7,2008,Beijing,CHN,236.816,North,East,10384603,76.97560976,4632.77991,134,7,0.052238806,75,4,0.053333333,59,3,0.050847458,0,0
Germany,DEU,48,22,14,41,2008,Beijing,CHN,3730.03,North,East,82110097,79.73658537,4684.012143,420,41,0.097619048,237,20,0.084388186,183,15,0.081967213,6,0.014285714
Denmark,DNK,6,4,3,7,2008,Beijing,CHN,353.361,North,East,5493621,78.44634146,4769.836091,93,7,0.075268817,71,4,0.056338028,22,1,0.045454545,2,0.021505376
Dominican Republic,DOM,3,2,0,2,2008,Beijing,CHN,48.12254718,North,West,9458079,71.559,6178.694056,24,2,0.083333333,18,2,0.111111111,6,0,0,0,0
Algeria,DZA,0,2,1,2,2008,Beijing,CHN,171.001,North,East,34730604,74.311,4616.552558,56,2,0.035714286,34,1,0.029411765,22,1,0.045454545,0,0
Ecuador,ECU,0,2,0,1,2008,Beijing,CHN,61.762635,South,West,14535740,74.705,6849.429355,25,1,0.04,17,1,0.058823529,8,0,0,0,0
Egypt,EGY,0,0,2,2,2008,Beijing,CHN,162.818,North,East,79636081,69.971,4721.534724,100,2,0.02,74,1,0.013513514,26,1,0.038461538,0,0
Spain,ESP,15,22,3,19,2008,Beijing,CHN,1625.22,North,West,45954106,81.17560976,4676.218313,283,19,0.067137809,163,12,0.073619632,120,5,0.041666667,2,0.007067138
Estonia,EST,3,2,0,2,2008,Beijing,CHN,24.37129925,North,East,1337090,73.77073171,4908.788015,47,2,0.042553191,34,2,0.058823529,13,0,0,0,0
Ethiopia,ETH,12,4,1,7,2008,Beijing,CHN,27.06691264,North,East,82916236,59.581,5218.352425,27,7,0.259259259,14,4,0.285714286,13,3,0.230769231,0,0
Finland,FIN,3,2,2,4,2008,Beijing,CHN,284.554,North,East,5313399,79.56829268,4940.610108,57,4,0.070175439,31,2,0.064516129,26,2,0.076923077,0,0
France,FRA,21,32,20,43,2008,Beijing,CHN,2918.38,North,East,64374979,81.21463415,4657.586983,309,43,0.139158576,188,34,0.180851064,121,8,0.066115702,1,0.003236246
United Kingdom,GBR,57,26,19,51,2008,Beijing,CHN,2921.43,North,West,61806995,79.6,4727.145661,304,51,0.167763158,163,27,0.165644172,141,21,0.14893617,3,0.009868421
Georgia,GEO,9,4,2,7,2008,Beijing,CHN,12.79507647,North,East,3848449,70.946,4838.941393,35,7,0.2,27,6,0.222222222,8,1,0.125,0,0
Greece,GRC,0,4,1,3,2008,Beijing,CHN,354.461,North,East,11077841,79.93902439,4570.22862,152,3,0.019736842,82,2,0.024390244,70,1,0.014285714,0,0
Croatia,HRV,0,4,3,5,2008,Beijing,CHN,70.23442597,North,East,4309705,75.91219512,4571.386285,99,5,0.050505051,80,1,0.0125,19,4,0.210526316,0,0
Hungary,HUN,9,10,2,10,2008,Beijing,CHN,158.136,North,East,10038188,73.70243902,4606.226091,171,10,0.058479532,88,7,0.079545455,83,3,0.036144578,0,0
Indonesia,IDN,3,2,4,6,2008,Beijing,CHN,510.229,South,East,235469755,68.485,6727.82979,24,6,0.25,15,3,0.2,9,2,0.222222222,1,0.041666667
India,IND,3,0,2,3,2008,Beijing,CHN,1198.9,North,East,1200669762,65.794,5416.461758,53,3,0.056603774,31,3,0.096774194,22,0,0,0,0
Ireland,IRL,0,2,2,3,2008,Beijing,CHN,274.82,North,West,4489544,80.09512195,4872.616191,55,3,0.054545455,39,3,0.076923077,16,0,0,0,0
Iran,IRN,3,0,1,2,2008,Beijing,CHN,412.336,North,East,72120608,73.027,4946.229137,54,2,0.037037037,51,2,0.039215686,3,0,0,0,0
Iceland,ISL,0,2,0,1,2008,Beijing,CHN,18.07462299,North,West,317414,81.6097561,5458.149685,27,1,0.037037037,20,1,0.05,7,0,0,0,0
Israel,ISR,0,0,1,1,2008,Beijing,CHN,216.339,North,West,7308800,80.95121951,5276.838423,43,1,0.023255814,23,1,0.043478261,20,0,0,0,0
Italy,ITA,24,18,10,27,2008,Beijing,CHN,2398.86,North,East,58826731,81.48536585,4550.870026,333,27,0.081081081,203,16,0.078817734,130,11,0.084615385,0,0
Jamaica,JAM,15,8,2,11,2008,Beijing,CHN,13.70940209,North,West,2781869,74.103,6373.497473,50,11,0.22,23,2,0.086956522,27,9,0.333333333,0,0
